value,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_n_estimators,params_reg_lambda,user_attrs_ACC,user_attrs_WF1,notUsed_precision,notUsed_recall,notUsed_f1-score,notUsed_support,Used_precision,Used_recall,Used_f1-score,Used_support,accuracy,zeroPreds,model,option
0.9802332476774066,1,0.7071414490006372,0.10580878341883651,0.05133925096439413,7,500,0.15038742976778066,0.9802332476774066,0.6453900709219859,0.9828386836260852,0.9969281179602704,0.9898332655551036,4883.0,0.8584905660377359,0.5170454545454546,0.6453900709219859,176.0,0.9802332476774066,0.0,XG,best
0.9802332476774066,1,0.7450532189783151,0.027917784319082966,0.05874533426158049,7,400,0.35772648724108813,0.9802332476774066,0.6503496503496503,0.9832289351384118,0.9965185336883063,0.9898291293734743,4883.0,0.8454545454545455,0.5284090909090909,0.6503496503496503,176.0,0.9802332476774066,0.0,XG,best
0.9802332476774066,1,0.8224852787344982,0.09706877616785738,0.04468959276035417,8,450,0.13359724565860737,0.9802332476774066,0.6453900709219859,0.9828386836260852,0.9969281179602704,0.9898332655551036,4883.0,0.8584905660377359,0.5170454545454546,0.6453900709219859,176.0,0.9802332476774066,0.0,XG,best
0.9800355801541807,0,0.6025845008883125,2.007775340800515,0.05562704415997119,9,400,0.0077884855756900784,0.9800355801541807,0.6379928315412187,0.9824455205811138,0.9971329100962523,0.9897347291391402,4883.0,0.8640776699029126,0.5056818181818182,0.6379928315412187,176.0,0.9800355801541807,0.0,XG,best
0.9800355801541807,1,0.7094608599606302,0.05737113133387948,0.05098223287622347,7,450,0.0038175704484584723,0.9800355801541807,0.6505190311418685,0.983420946219167,0.9961089494163424,0.9897242852782582,4883.0,0.831858407079646,0.5340909090909091,0.6505190311418685,176.0,0.9800355801541807,0.0,XG,best
0.9800355801541807,1,0.714107379410798,0.08953204311720038,0.057283412903808104,7,500,0.19792985146394151,0.9800355801541807,0.6431095406360424,0.9828352180936996,0.9967233258242884,0.9897305541433655,4883.0,0.8504672897196262,0.5170454545454546,0.6431095406360424,176.0,0.9800355801541807,0.0,XG,best
0.9800355801541807,1,0.6896553978394208,0.058081754924268904,0.052967454431451455,7,400,0.018266197159136733,0.9800355801541807,0.6431095406360424,0.9828352180936996,0.9967233258242884,0.9897305541433655,4883.0,0.8504672897196262,0.5170454545454546,0.6431095406360424,176.0,0.9800355801541807,0.0,XG,best
0.9800355801541807,1,0.7518854411143895,0.03497393208880328,0.07473808895409907,7,450,0.07550048407165809,0.9800355801541807,0.6456140350877193,0.983030303030303,0.9965185336883063,0.9897284653717076,4883.0,0.8440366972477065,0.5227272727272727,0.6456140350877193,176.0,0.9800355801541807,0.0,XG,best
0.9800355801541807,1,0.6358409193493626,0.04110115376635519,0.060830593254415206,8,450,0.06622096057893884,0.9800355801541807,0.6456140350877193,0.983030303030303,0.9965185336883063,0.9897284653717076,4883.0,0.8440366972477065,0.5227272727272727,0.6456140350877193,176.0,0.9800355801541807,0.0,XG,best
0.9800355801541807,2,0.844545100785793,0.09166687804997929,0.030331120419640926,8,450,0.024489997998047526,0.9800355801541807,0.6431095406360424,0.9828352180936996,0.9967233258242884,0.9897305541433655,4883.0,0.8504672897196262,0.5170454545454546,0.6431095406360424,176.0,0.9800355801541807,0.0,XG,best
0.9800355801541807,1,0.7296805188170143,0.05961137886815088,0.06109759658206398,8,450,0.2732551052377466,0.9800355801541807,0.6456140350877193,0.983030303030303,0.9965185336883063,0.9897284653717076,4883.0,0.8440366972477065,0.5227272727272727,0.6456140350877193,176.0,0.9800355801541807,0.0,XG,best
0.9800355801541807,2,0.8498220940016433,0.07242668941655975,0.032104009040994926,9,350,0.005087527237408242,0.9800355801541807,0.6480836236933798,0.9832255456750202,0.9963137415523244,0.989726375750178,4883.0,0.8378378378378378,0.5284090909090909,0.6480836236933798,176.0,0.9800355801541807,0.0,XG,best
