Index,globalInd,opt,timeOpt,locOpt,catOpt,modelOpt,encDim,denom,C,penalty,class_weight,objmean,objsd,meantop5,sdtop5,meanbottom5,sdbottom5,meantime,long5time,bestobj,wf1top5,acctop5
62,452,1,cyclic,2dpos,onehot,LR,16.0,5000.0,78.0322010446118,l2,,0.9476892666534888,0.0615912846899575,0.9772682348290176,1.2412670766236366e-16,0.8082229689661989,0.0270286035015958,0.1,1.0,0.9772682348290176,0.5660377358490566,0.9772682348290176
63,453,1,cyclic,elliptic,5FTE,LR,,,216.0538151236632,l2,,0.9422613164657044,0.0621597417037422,0.9762403637082426,8.839960377543491e-05,0.8239968373196284,0.0071769917437578,0.16,1.4,0.976279897212888,0.5271452833101744,0.9762403637082426
64,454,1,cyclic,elliptic,WTE,LR,,,36.4862739094317,l2,,0.9441312512354222,0.0624784557080021,0.976279897212888,0.0,0.8128088555050406,0.009206936499574,0.8,4.0,0.976279897212888,0.5275590551181102,0.976279897212888
65,455,1,cyclic,elliptic,onehot,LR,,,82.18993847854992,l2,,0.9389918956315476,0.0654144848882774,0.976279897212888,0.0,0.817790077090334,0.0110015784119486,0.42,3.0,0.976279897212888,0.5275590551181102,0.976279897212888
66,456,1,cyclic,polar,5FTE,LR,,,2848.3344336545247,l1,,0.9485155169005732,0.0567994912716005,0.975884562166436,0.0,0.8267246491401463,0.0075691434820085,1.2,3.2,0.975884562166436,0.5234375,0.975884562166436
67,457,1,cyclic,polar,WTE,LR,,,49.23479472938724,l1,,0.9423799169796404,0.0623450892687591,0.975884562166436,0.0,0.8208341569480135,0.006909321174343,2.1,4.0,0.975884562166436,0.5234375,0.975884562166436
68,458,1,cyclic,polar,onehot,LR,,,9.554063401092554,l1,,0.9478276339197472,0.0579694419266942,0.975884562166436,0.0,0.821150424985175,0.0088800911066152,1.2,3.2,0.975884562166436,0.5234375,0.975884562166436
69,459,1,cyclic,raw,5FTE,LR,,,2.1786230522744647,l2,,0.9453409764775648,0.061618653908496,0.9755682941292744,0.000108266961357,0.8101996441984582,0.0186308325562739,1.02,3.0,0.97568689464321,0.5166743122765202,0.9755682941292744
70,460,1,cyclic,raw,WTE,LR,,,3.2696879975527384,l2,,0.9421901561573434,0.0638771478077461,0.9756078276339196,0.0001767992075508,0.808855505040522,0.0185128061859697,1.04,3.0,0.975884562166436,0.5136617400532135,0.9756078276339196
71,461,1,cyclic,raw,onehot,LR,,,2.7163548325152647,l2,,0.9457284048230876,0.0607700504041717,0.9757659616525004,0.000108266961357,0.8133227910654279,0.0122494868761878,0.48,3.0,0.975884562166436,0.513722374292024,0.9757659616525004
72,462,1,cyclic,zone,5FTE,LR,,,5.429672104417551,l2,,0.9460723463135008,0.0601325625478778,0.9755287606246296,8.839960377543491e-05,0.8130460565329116,0.0101172178280078,0.96,3.4,0.97568689464321,0.5051920318725099,0.9755287606246296
