sid,aid,routes,month,dow,dep,arr,nTrans,tway,OriLat,OriLon,DesLat,DesLon,OriZone,DesZone,oppo,typeD,nwDist,eucDist,caruse
167261,,902,9,Tuesday,731.5,749.5,0,1,44.946164,-93.092297,44.955739,-93.147502,Saint Paul Downtown,Saint Paul Market Area I,0,Home,2.779134758,2.77912785,0
167262,,515,9,Tuesday,714.5,732.5,0,0,44.863587,-93.257921,44.883596,-93.251229,Hennepin Market Area II,Hennepin Market Area II,1,Sh,1.420687037,1.420683505,0
167270,,902,8,Thursday,818.5,833.5,0,1,44.955718,-93.157728,44.967838,-93.207226,Saint Paul Market Area I,Saint Paul Market Area II,1,Home,2.560982336,2.56097597,0
167271,2022-08-25_73387590_2,68,8,Thursday,733.5,748.5,0,0,44.930028,-93.078371,44.94737,-93.090665,Saint Paul Market Area II,Saint Paul Downtown,0,Home,1.340549024,1.340545692,0
167273,,902,8,Thursday,798,807,0,1,44.971988,-93.246139,44.975101,-93.259722,Univ of Minnesota,Minneapolis Downtown,1,O,0.698100454,0.698098718,0
167274,,515_4,10,Wednesday,743.79,794.21,1,0,44.865709,-93.252888,44.933931,-93.288132,Hennepin Market Area II,Minneapolis Market Area I,1,W,6.629300034,5.018811415,0
167276,,901,8,Thursday,797,821,0,1,44.912429,-93.210163,44.978597,-93.269919,Minneapolis Market Area II,Minneapolis Downtown,1,Ed,5.425672298,5.425658811,0
167277,,901_74,8,Thursday,791.18,835.82,1,1,44.978541,-93.26996,44.926851,-93.136605,Minneapolis Downtown,Saint Paul Market Area II,1,So,8.810324756,7.434400983,0
167278,2022-10-27_36774295_2,902,10,Thursday,818,830,0,1,44.978541,-93.26996,44.971935,-93.246119,Minneapolis Downtown,Univ of Minnesota,1,Home,1.251876522,1.25187341,0
167282,2022-09-19_34293963_1,902,9,Monday,784.5,796.5,0,1,44.967838,-93.207226,44.973713,-93.231063,Saint Paul Market Area II,Univ of Minnesota,0,Ed,1.234173189,1.234170121,0
167288,,901,10,Thursday,738.5,767.5,0,1,44.976796,-93.265899,44.874102,-93.224116,Minneapolis Downtown,Airport and MoA,1,Sh,7.383754561,7.383736206,0
167291,,901,8,Thursday,798.5,824.5,0,1,44.88077,-93.204922,44.975101,-93.259722,Airport and MoA,Minneapolis Downtown,0,Home,7.046942105,7.046924588,0
167292,,21_901,8,Thursday,821.17,844.83,1,1,44.948286,-93.252124,44.975101,-93.259722,Minneapolis Market Area I,Minneapolis Downtown,1,Home,2.760805475,1.889618963,0
167294,,901,9,Thursday,803.5,823.5,0,1,44.893222,-93.198084,44.962525,-93.247027,Airport and MoA,Minneapolis Market Area I,0,Home,5.353079568,5.353066261,0
167298,,21,9,Tuesday,794,800,0,0,44.948444,-93.287756,44.949166,-93.294269,Minneapolis Market Area I,Minneapolis Market Area I,1,W,0.322336114,0.322335312,0
167300,,921_902,8,Thursday,756.69,775.31,1,1,44.976978,-93.167713,44.955697,-93.125412,Saint Paul Market Area II,Saint Paul Market Area I,1,Home,3.579818889,2.537689119,0
167304,,901,8,Thursday,808.5,838.5,0,1,44.874119,-93.224068,44.976863,-93.265879,Airport and MoA,Minneapolis Downtown,1,Sh,7.387453178,7.387434814,0
167305,,722_721,8,Thursday,759.15,788.85,1,0,45.064787,-93.310049,45.053837,-93.344762,Hennepin Market Area III,Hennepin Market Area III,0,Home,1.919594158,1.858272731,0
167306,,21,8,Thursday,780.5,790.5,0,0,44.948289,-93.29649,44.94829,-93.290851,Minneapolis Market Area I,Minneapolis Market Area I,1,Home,0.275718371,0.275717685,0
167317,,68,9,Monday,872,903,0,0,44.94765,-93.091211,44.894601,-93.080729,Saint Paul Downtown,Dakota Market Area III,1,Sh,3.70100443,3.70099523,0
167321,,6_21,8,Thursday,785.24,864.76,1,0,44.979128,-93.232241,44.948244,-93.239165,Univ of Minnesota,Minneapolis Market Area I,1,Home,6.701401085,2.160570118,0
167330,,901,9,Thursday,787,801,0,1,44.948353,-93.238902,44.902785,-93.202297,Minneapolis Market Area I,Airport and MoA,1,O,3.621623493,3.621614491,0
167332,,721,8,Thursday,794.5,811.5,0,0,45.094247,-93.395953,45.067593,-93.390771,Hennepin Market Area III,Hennepin Market Area III,0,Home,1.858968651,1.85896403,0
167337,,63,9,Thursday,804,832,0,0,44.967812,-93.206537,44.939844,-93.126333,Saint Paul Market Area II,Saint Paul Market Area I,0,Home,4.371829518,4.37181865,0
167341,,721_22,8,Thursday,884.94,958.06,1,0,45.090262,-93.395864,44.997556,-93.28808,Hennepin Market Area III,Minneapolis Market Area I,0,Sh,8.953630372,8.294728193,0
167350,,6_901,8,Thursday,815.34,857.66,1,1,44.955413,-93.296736,44.948353,-93.238902,Minneapolis Market Area I,Minneapolis Market Area I,0,Sh,4.665686331,2.869545753,0
167352,,63,9,Tuesday,803,836,0,0,44.967812,-93.206537,44.941738,-93.108318,Saint Paul Market Area II,Saint Paul Market Area I,0,Home,5.129200419,5.129187668,0
167356,,17_2,10,Thursday,840.03,886.97,1,0,44.950362,-93.298138,44.97535,-93.226535,Minneapolis Market Area I,Univ of Minnesota,0,Ed,4.169487231,3.903577446,0
167357,,721,8,Thursday,853,871,0,0,45.063088,-93.390458,45.094434,-93.395756,Hennepin Emerging Area II,Hennepin Market Area III,0,W,2.181244476,2.181239054,0
167358,,515,8,Thursday,894.5,906.5,0,0,44.88359,-93.26521,44.883345,-93.289105,Hennepin Market Area II,Hennepin Market Area II,0,So,1.168466351,1.168463446,0
167359,,21_54,8,Thursday,841.68,919.32,1,0,44.948275,-93.260307,44.904415,-93.164999,Minneapolis Market Area I,Saint Paul Market Area II,1,W,12.03899274,5.558754021,0
167361,,63,10,Tuesday,854,867,0,0,44.94,-93.17162,44.939883,-93.136556,Saint Paul Market Area I,Saint Paul Market Area I,0,Home,1.714469963,1.714465701,0
167363,,515,8,Thursday,848,864,0,0,44.883521,-93.285746,44.883674,-93.317576,Hennepin Market Area II,Hennepin Market Area II,0,Home,1.556360688,1.556356819,0
167364,,901,9,Monday,860.5,876.5,0,1,44.962525,-93.247027,44.980177,-93.273202,Minneapolis Market Area I,Minneapolis Downtown,0,Sh,1.76790035,1.767895956,0
167367,,63_54,8,Thursday,851.32,896.68,1,0,44.939844,-93.126333,44.8806,-93.2046,Saint Paul Market Area I,Airport and MoA,0,O,8.496003238,5.603610213,0
167368,,515,9,Tuesday,847.5,866.5,0,0,44.883521,-93.285746,44.881954,-93.322306,Hennepin Market Area II,Hennepin Market Area II,1,W,1.79087347,1.790869018,0
167370,,721_22,8,Thursday,847.94,899.06,1,0,45.060034,-93.337653,44.999332,-93.28808,Hennepin Market Area III,Minneapolis Market Area I,0,Sh,5.446882923,4.844135688,0
167371,,21,9,Tuesday,861,894,0,0,44.949243,-93.262056,44.948357,-93.172275,Minneapolis Market Area I,Saint Paul Market Area I,1,Home,4.39026017,4.390249256,0
167372,,515,9,Monday,855,887,0,0,44.860113,-93.242903,44.883712,-93.32316,Airport and MoA,Hennepin Market Area II,1,Sh,4.249432651,4.249422087,0
167373,,63,8,Thursday,854,887,0,0,44.940056,-93.18721,44.949048,-93.087306,Saint Paul Market Area II,Saint Paul Downtown,0,Home,4.924148373,4.924136132,0
167379,,21_64,8,Thursday,833,877,1,0,44.95233,-93.156937,44.968325,-93.073468,Saint Paul Market Area I,Saint Paul Market Area I,1,Home,4.906290337,4.228183611,0
167380,,63_353,9,Tuesday,914.48,975.52,1,0,44.945964,-93.093724,44.933695,-92.954411,Saint Paul Downtown,Washington Market Area III,1,Sh,11.59784465,6.864224309,0
167383,,17,10,Tuesday,856,898,0,0,44.949447,-93.371066,44.967105,-93.277717,Hennepin Market Area II,Minneapolis Downtown,0,So,4.724540176,4.724528431,0
167391,,17_923,8,Thursday,851.56,911.44,1,1,44.949106,-93.298169,45.059728,-93.318324,Minneapolis Market Area I,Hennepin Market Area II,1,So,8.455503077,7.706520923,0
167394,,63,10,Monday,879.5,904.5,0,0,44.949048,-93.087306,44.952377,-93.015035,Saint Paul Downtown,Saint Paul Market Area II,1,Sh,3.541161599,3.541152796,0
167398,,64,9,Wednesday,914,947,0,0,44.977408,-93.071316,45.028857,-93.024166,Saint Paul Market Area I,Ramsey Market Area III,1,W,4.236911687,4.236901155,0
167400,,901,10,Wednesday,849.5,859.5,0,1,44.975101,-93.259722,44.978597,-93.269919,Minneapolis Downtown,Minneapolis Downtown,1,Home,0.554012929,0.554011552,0
167401,,68,8,Thursday,845.5,867.5,0,0,44.945956,-93.08963,44.91974,-93.080824,Saint Paul Downtown,Saint Paul Market Area II,1,Home,1.861828555,1.861823927,0
167404,,21_68,8,Thursday,860.37,905.63,1,0,44.94649,-93.113576,44.918064,-93.080804,Saint Paul Market Area I,Dakota Market Area II,1,Sh,3.288398241,2.534780393,0
167406,,62,10,Tuesday,852,882,0,0,44.947461,-93.094522,44.899874,-93.092343,Saint Paul Downtown,Dakota Market Area III,1,Home,3.289682455,3.289674277,0
167407,,64_94,8,Thursday,938,1017,1,0,45.028857,-93.024166,44.971117,-93.258438,Ramsey Market Area III,Minneapolis Downtown,1,Home,14.78577849,12.129526,0
167409,,17,10,Monday,908,928,0,0,44.975123,-93.273807,44.959246,-93.277996,Minneapolis Downtown,Minneapolis Market Area I,1,O,1.115956198,1.115953423,0
167410,,21_54,9,Tuesday,931.27,964.73,1,0,44.946473,-93.108537,44.904415,-93.164999,Saint Paul Market Area I,Saint Paul Market Area II,1,Home,4.893965294,4.008227063,0
167414,,18_901,8,Thursday,927.84,970.16,1,1,44.951808,-93.277785,44.88077,-93.205,Minneapolis Market Area I,Airport and MoA,1,O,9.386748523,6.062681353,0
167420,,901,8,Thursday,927.5,948.5,0,1,44.948353,-93.238902,44.874102,-93.224116,Minneapolis Market Area I,Airport and MoA,1,O,5.180957781,5.180944902,0
167421,,444_904,8,Thursday,896.75,956.25,1,1,44.747769,-93.287737,44.948626,-93.274662,Dakota Market Area III,Minneapolis Market Area I,1,Home,13.9619956,13.89261415,0
167422,,901,8,Thursday,936.5,959.5,0,1,44.968395,-93.251064,44.88077,-93.205,Univ of Minnesota,Airport and MoA,1,O,6.45969772,6.459681662,0
167425,,901,8,Thursday,936.5,959.5,0,1,44.968395,-93.251064,44.88077,-93.205,Univ of Minnesota,Airport and MoA,1,O,6.45969772,6.459681662,0
167426,,901,8,Thursday,936.5,959.5,0,1,44.968395,-93.251064,44.88077,-93.205,Univ of Minnesota,Airport and MoA,1,O,6.45969772,6.459681662,0
167435,,21,9,Monday,920,943,0,0,44.948278,-93.108018,44.954449,-93.156723,Saint Paul Market Area I,Saint Paul Market Area I,1,Sh,2.419294963,2.419288949,0
167438,,904_3,9,Wednesday,938.38,995.62,1,1,44.82569,-93.290866,44.987847,-93.221711,Hennepin Market Area III,Minneapolis Market Area II,0,W,12.82661476,11.70309875,0
167447,,645,8,Thursday,912,988,0,0,44.976481,-93.27087,44.965856,-93.558443,Minneapolis Downtown,undefined,0,Home,14.08000535,14.07997035,0
167448,,2,8,Thursday,899,909,0,0,44.965927,-93.236954,44.971163,-93.247156,Univ of Minnesota,Univ of Minnesota,1,O,0.616204224,0.616202692,0
167450,,63,9,Thursday,904,924,0,0,44.946148,-93.097248,44.940087,-93.149008,Saint Paul Downtown,Saint Paul Market Area I,0,So,2.565214083,2.565207706,0
167453,,63,10,Thursday,933,943,0,0,44.941738,-93.108318,44.945204,-93.098921,Saint Paul Market Area I,Saint Paul Downtown,1,O,0.518129676,0.518128388,0
167454,,21_921,8,Thursday,1013.66,1052.34,1,1,44.946677,-93.141422,45.012557,-93.168544,Saint Paul Market Area I,Ramsey Market Area III,1,Sh,5.375435481,4.74111452,0
167456,,63,10,Monday,903.5,911.5,0,0,44.946265,-93.102551,44.945204,-93.098921,Saint Paul Downtown,Saint Paul Downtown,1,Sh,0.192031963,0.192031485,0
167462,,21_902,8,Thursday,977.51,1003.49,1,1,44.946687,-93.149045,44.974799,-93.222881,Saint Paul Market Area I,Univ of Minnesota,1,Home,4.20283182,4.099542511,0
167466,,63,8,Thursday,905.5,931.5,0,0,44.942596,-93.107485,44.948222,-93.192347,Saint Paul Market Area I,Saint Paul Market Area I,0,Home,4.16748779,4.16747743,0
167467,,68,8,Thursday,952,980,0,0,44.876197,-93.039824,44.897863,-93.080507,Dakota Market Area III,Dakota Market Area III,0,W,2.489545472,2.489539283,0
167469,,721,8,Thursday,956.5,987.5,0,0,45.069511,-93.390939,45.059711,-93.317851,Hennepin Market Area III,Hennepin Market Area II,1,Sh,3.637213802,3.63720476,0
167470,,902_21,8,Thursday,974.94,1010.06,1,1,44.967132,-93.20574,44.948419,-93.216372,Saint Paul Market Area I,Minneapolis Market Area II,1,Home,5.600533197,1.393538843,0
167471,,645,8,Thursday,986.5,1048.5,0,0,44.935096,-93.632345,44.970975,-93.372327,Hennepin Emerging Area III,Hennepin Market Area II,0,Home,12.9529907,12.9529585,0
167473,,63_21_9,9,Tuesday,907.46,985.54,2,0,44.946148,-93.097248,44.979507,-93.287851,Saint Paul Downtown,Minneapolis Downtown,0,Home,9.963533124,9.600283334,0
167474,,2,8,Thursday,1055,1070,0,0,44.973889,-93.227228,44.967498,-93.241077,Univ of Minnesota,Univ of Minnesota,1,Home,0.808403631,0.808401621,0
167476,,721,8,Thursday,993,1012,0,0,45.058139,-93.340342,45.059711,-93.317851,Hennepin Market Area III,Hennepin Market Area II,0,Home,1.105046132,1.105043385,0
167480,,17_2,8,Thursday,966.54,1017.46,1,0,44.948362,-93.326399,44.962675,-93.24109,Minneapolis Market Area II,Minneapolis Market Area I,0,Home,4.366659165,4.286794596,0
167482,,9_923,8,Thursday,959.55,1024.45,1,1,44.952231,-93.220302,45.05678,-93.321874,Minneapolis Market Area II,Hennepin Market Area II,1,Home,9.220830725,8.766163948,0
167490,,68,10,Tuesday,964.5,994.5,0,0,44.897863,-93.080507,44.94737,-93.090665,Dakota Market Area III,Saint Paul Downtown,0,Home,3.456486976,3.456478384,0
167492,,645,8,Thursday,961.5,1033.5,0,0,44.971077,-93.496478,44.97849,-93.267026,Hennepin Market Area III,Minneapolis Downtown,0,W,11.23071907,11.23069116,0
167495,,68_902,9,Thursday,1002.03,1047.97,1,1,44.897863,-93.080507,44.955696,-93.167894,Dakota Market Area III,Saint Paul Market Area I,1,So,7.574731963,5.850094362,0
167501,,63_68,10,Wednesday,984.29,1020.71,1,0,44.956818,-93.050155,44.89826,-93.080818,Saint Paul Market Area I,Dakota Market Area III,1,Sh,5.722715216,4.314820486,0
167503,,63,8,Thursday,993.5,1016.5,0,0,44.965906,-93.202888,44.939957,-93.154409,Saint Paul Market Area I,Saint Paul Market Area II,0,Home,2.97207123,2.972063842,0
167505,,612_21,8,Thursday,1010.24,1107.76,1,0,44.94517,-93.323065,44.946514,-93.116358,Minneapolis Market Area I,Saint Paul Market Area I,1,O,10.17336371,10.10732033,0
167506,,63,8,Thursday,979,994,0,0,44.963977,-93.198072,44.940056,-93.18721,Saint Paul Market Area I,Saint Paul Market Area II,0,Home,1.736021583,1.736017268,0
167526,,2,8,Thursday,1132.5,1145.5,0,0,44.962681,-93.246839,44.962751,-93.271363,Minneapolis Market Area I,Minneapolis Downtown,1,Home,1.199108373,1.199105392,0
167527,,923_901,9,Monday,1057.98,1113.02,1,1,44.998455,-93.308297,44.962518,-93.247072,Minneapolis Market Area II,Minneapolis Market Area I,0,Sh,4.94558965,3.889328882,0
167531,,723_923_32,8,Thursday,1013.07,1085.93,2,1,45.108812,-93.372934,45.013094,-93.269638,Hennepin Market Area III,Minneapolis Market Area I,1,Home,9.488454361,8.321483513,0
167536,,21_901,8,Thursday,1037.65,1069.35,1,1,44.948271,-93.267497,44.920736,-93.21992,Minneapolis Market Area I,Minneapolis Market Area II,1,Sh,3.522098485,3.00515829,0
167541,,22_901,9,Wednesday,996.73,1051.27,1,1,45.047712,-93.291576,44.948353,-93.238902,Minneapolis Market Area II,Minneapolis Market Area I,0,Sh,7.643695749,7.332262289,0
167546,,63_323,9,Wednesday,1054.19,1128.81,1,0,44.939929,-93.146796,44.927691,-92.957082,Saint Paul Market Area I,Washington Market Area III,0,Home,9.884140048,9.314484149,0
167547,,2,8,Thursday,1049.5,1062.5,0,0,44.973889,-93.227228,44.971128,-93.246741,Univ of Minnesota,Univ of Minnesota,1,Home,0.972971113,0.972968695,0
167555,,923,10,Thursday,1072.5,1078.5,0,1,44.998455,-93.308297,44.991233,-93.308302,Minneapolis Market Area II,Minneapolis Market Area II,1,Home,0.498993976,0.498992736,0
167556,,923,9,Tuesday,1133,1149,0,1,44.978369,-93.275296,44.999086,-93.308129,Minneapolis Downtown,Minneapolis Market Area I,1,Home,2.15084665,2.150841303,0
167557,,74_63,8,Thursday,1042.5,1103.5,1,0,44.919172,-93.187283,44.953147,-93.012413,Saint Paul Market Area II,Saint Paul Market Area II,0,Sh,8.982044545,8.866620499,0
167568,,54,8,Thursday,1090.5,1114.5,0,0,44.991625,-93.025309,44.968209,-93.066128,Saint Paul Market Area II,Saint Paul Market Area I,0,Home,2.569234819,2.569228432,0
167575,,2,8,Thursday,1120,1131,0,0,44.962615,-93.277632,44.962615,-93.262737,Minneapolis Market Area I,Minneapolis Market Area I,1,Home,0.728289591,0.72828778,0
167579,,923_902,10,Thursday,1115.87,1174.13,1,1,45.057084,-93.321886,44.95565,-93.166107,Hennepin Market Area II,Saint Paul Market Area I,0,Home,11.65236512,10.35052267,0
167580,,2,8,Thursday,1121.5,1135.5,0,0,44.962615,-93.277632,44.962667,-93.25254,Minneapolis Market Area I,Minneapolis Market Area I,1,Home,1.226876185,1.226873135,0
167587,,2,8,Thursday,1161,1172,0,0,44.97535,-93.226535,44.981277,-93.237547,Univ of Minnesota,Univ of Minnesota,1,Home,0.676470514,0.676468832,0
167596,,68,8,Thursday,1130.5,1161.5,0,0,44.894601,-93.080729,44.854853,-93.042481,Dakota Market Area III,Dakota Market Area III,0,Sh,3.322609601,3.322601341,0
167597,,923,8,Thursday,1150.5,1156.5,0,1,45.020283,-93.30837,45.01345,-93.308357,Minneapolis Market Area II,Minneapolis Market Area II,1,Sh,0.472116937,0.472115764,0
167599,,901,8,Thursday,1150.5,1165.5,0,1,44.978541,-93.26996,44.948353,-93.238902,Minneapolis Downtown,Minneapolis Market Area I,0,Sh,2.580044461,2.580038047,0
167600,,32_923,10,Thursday,1118.65,1167.35,1,1,45.013258,-93.237397,44.984205,-93.291374,Minneapolis Market Area II,Minneapolis Market Area I,1,So,5.683959951,3.315853128,0
167602,,902,9,Wednesday,1223.5,1241.5,0,1,44.95569,-93.155934,44.954023,-93.097507,Saint Paul Market Area I,Saint Paul Downtown,1,Home,2.859103476,2.859096368,0
167605,,901,9,Thursday,1141.5,1156.5,0,1,44.978541,-93.26996,44.948353,-93.238902,Minneapolis Downtown,Minneapolis Market Area I,0,Sh,2.580044461,2.580038047,0
167606,,901,8,Thursday,1138,1155,0,1,44.978541,-93.26996,44.934651,-93.229461,Minneapolis Downtown,Minneapolis Market Area I,0,Sh,3.621786135,3.621777132,0
167613,,5,8,Thursday,1154.5,1191.5,0,0,44.949633,-93.262555,45.012942,-93.294266,Minneapolis Market Area I,Minneapolis Market Area I,0,So,4.640915786,4.640904249,0
167617,,923,10,Monday,1161.5,1177.5,0,1,44.978369,-93.275296,44.999086,-93.308129,Minneapolis Downtown,Minneapolis Market Area I,0,Home,2.15084665,2.150841303,0
167618,2022-08-25_88610060_1,902,8,Thursday,1208.5,1230.5,0,1,44.967838,-93.207226,44.978597,-93.269919,Saint Paul Market Area II,Minneapolis Downtown,1,O,3.154218282,3.154210441,0
167619,,901_5,9,Thursday,1133.91,1172.09,1,1,44.88077,-93.204922,44.955687,-93.262696,Airport and MoA,Minneapolis Market Area I,0,Home,8.800855461,5.896910228,0
167621,,721_722,8,Thursday,1202.65,1246.35,1,0,45.065406,-93.390592,45.0734,-93.299367,Hennepin Market Area III,Hennepin Market Area III,0,Home,4.910191756,4.494493977,0
167622,,2,8,Thursday,1116.5,1124.5,0,0,44.970067,-93.245741,44.967498,-93.241077,Univ of Minnesota,Univ of Minnesota,1,So,0.288983842,0.288983123,0
167624,,902_5,8,Thursday,1143.98,1224.02,1,1,44.955741,-93.127216,45.059505,-93.318582,Saint Paul Market Area I,Hennepin Market Area II,0,So,13.66160443,11.78771052,0
167625,,64,9,Tuesday,1143.5,1161.5,0,0,44.977583,-93.058167,44.958,-93.084885,Saint Paul Market Area I,Saint Paul Market Area I,0,So,1.880793435,1.880788759,0
167626,,14_902,10,Thursday,1147.69,1225.31,1,1,45.02993,-93.339591,44.950612,-93.097608,Hennepin Market Area II,Saint Paul Downtown,0,Home,13.88987815,13.03930692,0
167631,2022-10-05_13639946_1,902,10,Wednesday,1242,1264,0,1,44.950663,-93.097492,44.956409,-93.17872,Saint Paul Downtown,Saint Paul Market Area II,0,W,3.99142892,3.991418998,0
167635,,902_901,8,Thursday,1214.6,1256.4,1,1,44.973713,-93.231063,44.856387,-93.226485,Univ of Minnesota,Airport and MoA,1,Sh,9.76644261,8.10954436,0
167636,,901_902,9,Tuesday,1245,1282,1,1,44.976796,-93.265899,44.95569,-93.155934,Minneapolis Downtown,Saint Paul Market Area I,0,Sh,5.600589891,5.570965663,0
167638,,901_923,8,Thursday,1249.64,1302.36,1,1,44.934651,-93.229461,44.984519,-93.284843,Minneapolis Market Area I,Minneapolis Downtown,0,Home,11.08278685,4.382293005,0
167646,2022-08-25_33723488_1,923,8,Thursday,1211,1243,0,1,45.057084,-93.321886,44.977267,-93.276084,Hennepin Market Area II,Minneapolis Downtown,1,Home,5.952208461,5.952193664,0
167647,,901,8,Thursday,1220.5,1234.5,0,1,44.94836,-93.238864,44.975101,-93.259722,Minneapolis Market Area I,Minneapolis Downtown,0,Sh,2.110411527,2.110406281,0
167648,,722_721,8,Thursday,1190.65,1229.35,1,0,45.072954,-93.30379,45.05601,-93.382687,Hennepin Market Area III,Hennepin Emerging Area II,0,W,4.347184,4.031384233,0
167650,,901,10,Monday,1236,1254,0,1,44.94836,-93.238864,44.978597,-93.269919,Minneapolis Market Area I,Minneapolis Downtown,0,Sh,2.582696012,2.582689592,0
167652,,64,9,Tuesday,1223,1246,0,0,44.951383,-93.087228,44.977431,-93.066174,Saint Paul Downtown,Saint Paul Market Area I,0,So,2.073362609,2.073357454,0
167656,,11_923,10,Tuesday,1200.25,1262.75,1,1,45.008726,-93.26626,45.059728,-93.318324,Minneapolis Market Area I,Hennepin Market Area II,0,So,8.379826416,4.347213333,0
167661,,901,8,Thursday,1228.5,1236.5,0,1,44.934655,-93.229449,44.94836,-93.238864,Minneapolis Market Area I,Minneapolis Market Area I,0,So,1.052896009,1.052893392,0
167662,,74_64,8,Thursday,1179.5,1234.5,1,0,44.926961,-93.177399,44.984642,-93.035433,Saint Paul Market Area II,Saint Paul Market Area II,1,Home,8.141845769,8.004137772,0
167666,,901,8,Thursday,1260.5,1268.5,0,1,44.976796,-93.265899,44.97496,-93.259658,Minneapolis Downtown,Minneapolis Downtown,0,Sh,0.330470594,0.330469772,0
167670,,901,8,Thursday,1270,1278,0,1,44.948353,-93.238902,44.934651,-93.229461,Minneapolis Market Area I,Minneapolis Market Area I,0,So,1.053266135,1.053263516,0
167672,,68,9,Tuesday,1265,1294,0,0,44.894668,-93.080491,44.948171,-93.091455,Dakota Market Area III,Saint Paul Downtown,1,Home,3.735382608,3.735373323,0
167673,,68_3,9,Monday,1320.51,1401.49,1,0,44.894668,-93.080491,44.98686,-93.275638,Dakota Market Area III,Minneapolis Downtown,0,So,13.23304737,11.47251458,0
167674,,18_21_901,8,Thursday,1223,1275,2,1,44.93219,-93.277834,44.934651,-93.229461,Minneapolis Market Area I,Minneapolis Market Area I,0,So,4.091255275,2.37129167,0
167675,,64,10,Monday,1214.5,1248.5,0,0,45.028857,-93.024166,44.973424,-93.073618,Ramsey Market Area III,Saint Paul Market Area I,0,Home,4.529446349,4.52943509,0
167680,2022-10-10_99132979_1,901,10,Monday,1287,1305,0,1,44.94836,-93.238864,44.978597,-93.269919,Minneapolis Market Area I,Minneapolis Downtown,0,Sh,2.582696012,2.582689592,0
167681,2022-08-25_20121779_1,901,8,Thursday,1267.5,1285.5,0,1,44.94836,-93.238864,44.978597,-93.269919,Minneapolis Market Area I,Minneapolis Downtown,0,Sh,2.582696012,2.582689592,0
167682,,901_22,8,Thursday,1270.08,1322.92,1,1,44.948353,-93.238902,45.036925,-93.288189,Minneapolis Market Area I,Minneapolis Market Area II,0,Home,8.686558171,6.577138761,0
167709,,5,8,Monday,296,326,0,0,45.031627,-93.295858,44.977267,-93.276084,Minneapolis Market Area II,Minneapolis Downtown,1,W,3.878374277,3.878364636,0
167718,,63_68,10,Wednesday,320.81,378.19,1,0,44.940043,-93.177018,44.888785,-93.040057,Saint Paul Market Area I,Dakota Market Area II,1,W,9.165397107,7.575510742,0
167720,,721_5,10,Monday,345.52,409.48,1,0,45.054532,-93.362791,44.957476,-93.262668,Hennepin Market Area III,Minneapolis Market Area I,1,W,8.465812079,8.302731733,0
167721,,68,8,Monday,384.5,405.5,0,0,44.9294,-93.078254,44.89826,-93.080818,Saint Paul Market Area II,Dakota Market Area III,1,Sh,2.155223726,2.155218369,0
167723,,902,9,Wednesday,384.5,396.5,0,1,44.95571,-93.135578,44.955682,-93.105177,Saint Paul Market Area I,Saint Paul Downtown,1,Ed,1.486455227,1.486451532,0
167727,,18,9,Tuesday,405.5,460.5,0,0,44.979031,-93.270549,44.842648,-93.278527,Minneapolis Downtown,Hennepin Market Area II,1,Home,9.431261779,9.431238335,0
167728,,440_901,8,Monday,375.77,437.23,1,1,44.764553,-93.219775,44.976863,-93.265879,undefined,Minneapolis Downtown,1,W,15.57863408,14.8414201,1
167729,,755_3,8,Monday,351.88,411.12,1,0,44.984423,-93.359835,44.987103,-93.202675,Hennepin Market Area III,Saint Paul Market Area II,1,W,7.856683804,7.686534688,0
167730,,18,8,Monday,359,375,0,0,44.955192,-93.277982,44.941468,-93.278002,Minneapolis Market Area I,Minneapolis Market Area I,1,Sh,0.948240951,0.948238594,0
167731,,5,10,Monday,370,402,0,0,44.934249,-93.267589,44.859134,-93.239516,Minneapolis Market Area I,Airport and MoA,1,W,5.368411471,5.368398126,0
167732,2022-09-21_58377486_1,901,9,Wednesday,389,407,0,1,44.934655,-93.229449,44.976863,-93.265879,Minneapolis Market Area I,Minneapolis Downtown,1,W,3.417256185,3.41724769,0
167733,,3,8,Monday,366.5,389.5,0,0,44.980291,-93.234013,44.977229,-93.167326,Univ of Minnesota,Saint Paul Market Area II,1,W,3.267510823,3.2675027,0
167740,,21,9,Tuesday,430.5,443.5,0,0,44.948296,-93.257733,44.948304,-93.241563,Minneapolis Market Area I,Minneapolis Market Area I,1,W,0.790630786,0.790628821,0
167741,,18,9,Wednesday,354.5,369.5,0,0,44.923339,-93.278046,44.914301,-93.278107,Minneapolis Market Area I,Minneapolis Market Area II,0,Ed,0.624475001,0.624473449,0
167742,,901_21,8,Monday,403.15,445.85,1,1,44.978541,-93.26996,44.954666,-93.16683,Minneapolis Downtown,Saint Paul Market Area I,1,W,6.159484971,5.305487222,0
167743,,5,8,Monday,442.5,511.5,0,0,44.860113,-93.242903,45.006006,-93.295359,Airport and MoA,Minneapolis Market Area I,0,Home,10.40145318,10.40142732,0
167744,,21_901,8,Monday,440.15,484.85,1,1,44.948292,-93.283939,44.874102,-93.224116,Minneapolis Market Area I,Airport and MoA,1,W,7.385083132,5.901873405,0
167746,2022-08-29_70631132_1,3,8,Monday,351.5,377.5,0,0,44.977311,-93.126555,44.947461,-93.094522,Saint Paul Market Area II,Saint Paul Downtown,0,W,2.589751821,2.589745383,0
