sid,aid,routes,month,dow,dep,arr,nTrans,tway,OriLat,OriLon,DesLat,DesLon,OriZone,DesZone,oppo,typeD,nwDist,eucDist,caruse
273,,122,4,Tuesday,904.5,912.5,0,0,44.970998,-93.245561,44.980616,-93.239529,Univ of Minnesota,Univ of Minnesota,0,Home,0.727050468,0.727048661,0
274,,122,4,Tuesday,909.5,917.5,0,0,44.970998,-93.245561,44.980616,-93.239529,Univ of Minnesota,Univ of Minnesota,0,Home,0.727050468,0.727048661,0
275,,122,4,Tuesday,919,930,0,0,44.978986,-93.235429,44.970998,-93.245561,Univ of Minnesota,Univ of Minnesota,0,Ed,0.741646512,0.741644668,0
276,,122,4,Tuesday,913.5,921.5,0,0,44.973746,-93.235586,44.970998,-93.245561,Univ of Minnesota,Univ of Minnesota,0,Ed,0.52338094,0.523379639,0
277,,122,4,Tuesday,932.5,940.5,0,0,44.970998,-93.245561,44.980616,-93.239529,Univ of Minnesota,Univ of Minnesota,1,Home,0.727050468,0.727048661,0
279,,122,4,Tuesday,928.5,935.5,0,0,44.980616,-93.239529,44.975235,-93.226948,Univ of Minnesota,Univ of Minnesota,0,Home,0.718773479,0.718771692,0
280,,122,4,Tuesday,920,928,0,0,44.978986,-93.235429,44.973746,-93.235586,Univ of Minnesota,Univ of Minnesota,0,Ed,0.362131791,0.362130891,0
281,,122,4,Tuesday,900.5,911.5,0,0,44.978986,-93.235429,44.970998,-93.245561,Univ of Minnesota,Univ of Minnesota,0,Ed,0.741646512,0.741644668,0
283,,122,4,Tuesday,914,920,0,0,44.973746,-93.235586,44.972534,-93.243642,Univ of Minnesota,Univ of Minnesota,1,Home,0.402700565,0.402699564,0
284,,122,4,Tuesday,925,934,0,0,44.970998,-93.245561,44.978986,-93.235429,Univ of Minnesota,Univ of Minnesota,0,Home,0.741646512,0.741644668,0
285,,122,4,Tuesday,1004.5,1012.5,0,0,44.970998,-93.245561,44.980616,-93.239529,Univ of Minnesota,Univ of Minnesota,0,Home,0.727050468,0.727048661,0
286,,122,4,Tuesday,965.5,973.5,0,0,44.970998,-93.245561,44.980616,-93.239529,Univ of Minnesota,Univ of Minnesota,0,Home,0.727050468,0.727048661,0
287,,122,4,Tuesday,967.5,974.5,0,0,44.980616,-93.239529,44.976759,-93.229845,Univ of Minnesota,Univ of Minnesota,1,W,0.543341175,0.543339825,0
288,,122,4,Tuesday,962,972,0,0,44.976759,-93.229845,44.970998,-93.245561,Univ of Minnesota,Univ of Minnesota,1,Home,0.865407744,0.865405593,0
289,,122,4,Tuesday,964.5,973.5,0,0,44.970998,-93.245561,44.978986,-93.235429,Univ of Minnesota,Univ of Minnesota,1,Home,0.741646512,0.741644668,0
290,,122,4,Tuesday,1006,1015,0,0,44.970998,-93.245561,44.978986,-93.235429,Univ of Minnesota,Univ of Minnesota,0,Home,0.741646512,0.741644668,0
291,,122,4,Tuesday,968,980,0,0,44.980616,-93.239529,44.970998,-93.245561,Univ of Minnesota,Univ of Minnesota,1,Ed,0.727050468,0.727048661,0
292,,122,4,Tuesday,973.5,981.5,0,0,44.973746,-93.235586,44.970998,-93.245561,Univ of Minnesota,Univ of Minnesota,0,Ed,0.52338094,0.523379639,0
293,,122,4,Tuesday,966,975,0,0,44.970998,-93.245561,44.978986,-93.235429,Univ of Minnesota,Univ of Minnesota,0,Home,0.741646512,0.741644668,0
294,,122,4,Tuesday,984,993,0,0,44.970998,-93.245561,44.978986,-93.235429,Univ of Minnesota,Univ of Minnesota,0,O,0.741646512,0.741644668,0
295,,122,4,Tuesday,962.5,968.5,0,0,44.978986,-93.235429,44.975235,-93.226948,Univ of Minnesota,Univ of Minnesota,0,Home,0.489005826,0.48900461,0
297,,122,4,Tuesday,1031,1039,0,0,44.973746,-93.235586,44.970998,-93.245561,Univ of Minnesota,Univ of Minnesota,0,Home,0.52338094,0.523379639,0
298,,122,4,Tuesday,1055,1063,0,0,44.970998,-93.245561,44.980616,-93.239529,Univ of Minnesota,Univ of Minnesota,0,Home,0.727050468,0.727048661,0
299,,122,4,Tuesday,1054,1062,0,0,44.970998,-93.245561,44.980616,-93.239529,Univ of Minnesota,Univ of Minnesota,0,Home,0.727050468,0.727048661,0
301,,122,4,Tuesday,1028,1039,0,0,44.978986,-93.235429,44.970998,-93.245561,Univ of Minnesota,Univ of Minnesota,1,Ed,0.741646512,0.741644668,0
302,,122,4,Tuesday,1059,1069,0,0,44.975235,-93.226948,44.970998,-93.245561,Univ of Minnesota,Univ of Minnesota,1,Ed,0.956007028,0.956004651,0
308,,122,4,Tuesday,1027.5,1034.5,0,0,44.980616,-93.239529,44.976759,-93.229845,Univ of Minnesota,Univ of Minnesota,0,O,0.543341175,0.543339825,0
309,,122,4,Tuesday,1030,1040,0,0,44.975235,-93.226948,44.970998,-93.245561,Univ of Minnesota,Univ of Minnesota,1,Home,0.956007028,0.956004651,0
310,,122,4,Tuesday,1043,1053,0,0,44.970998,-93.245561,44.976759,-93.229845,Univ of Minnesota,Univ of Minnesota,1,O,0.865407744,0.865405593,0
311,,122,4,Tuesday,1090,1099,0,0,44.970998,-93.245561,44.980616,-93.239529,Univ of Minnesota,Univ of Minnesota,0,Home,0.727050468,0.727048661,0
312,,122,4,Tuesday,1087.5,1096.5,0,0,44.970998,-93.245561,44.980616,-93.239529,Univ of Minnesota,Univ of Minnesota,1,Home,0.727050468,0.727048661,0
313,,122,4,Tuesday,1091,1103,0,0,44.980616,-93.239529,44.975235,-93.226948,Univ of Minnesota,Univ of Minnesota,0,O,0.718773479,0.718771692,0
314,,122,4,Tuesday,1123.5,1132.5,0,0,44.973746,-93.235586,44.969436,-93.241214,Univ of Minnesota,Univ of Minnesota,0,Ed,0.405469128,0.40546812,0
316,,122,4,Tuesday,1120,1128,0,0,44.972276,-93.227186,44.973746,-93.235586,Univ of Minnesota,Univ of Minnesota,0,Home,0.423089334,0.423088282,0
317,,122,4,Tuesday,1111.5,1122.5,0,0,44.983133,-93.231979,44.973746,-93.235586,Univ of Minnesota,Univ of Minnesota,0,W,0.672132612,0.672130941,0
318,,122,4,Tuesday,1118,1125,0,0,44.970329,-93.228367,44.973746,-93.235586,Univ of Minnesota,Univ of Minnesota,1,Home,0.424651931,0.424650875,0
319,,122,4,Tuesday,1146,1158,0,0,44.970998,-93.245561,44.983133,-93.231979,Univ of Minnesota,Univ of Minnesota,1,Home,1.069586803,1.069584144,0
320,,122,4,Tuesday,1154.5,1168.5,0,0,44.970998,-93.245561,44.976759,-93.229845,Univ of Minnesota,Univ of Minnesota,0,Ed,0.865407744,0.865405593,0
321,,122,4,Tuesday,1139,1148,0,0,44.981171,-93.233137,44.976759,-93.229845,Univ of Minnesota,Univ of Minnesota,0,So,0.344727084,0.344726227,0
322,,122,4,Tuesday,1141,1149,0,0,44.976759,-93.229845,44.970329,-93.228367,Univ of Minnesota,Univ of Minnesota,0,Home,0.450110982,0.450109864,0
325,,122,4,Tuesday,1147,1161,0,0,44.970998,-93.245561,44.976759,-93.229845,Univ of Minnesota,Univ of Minnesota,1,So,0.865407744,0.865405593,0
326,,122,4,Tuesday,1149.5,1161.5,0,0,44.970998,-93.245561,44.983133,-93.231979,Univ of Minnesota,Univ of Minnesota,1,Home,1.069586803,1.069584144,0
327,,122,4,Tuesday,1151.5,1162.5,0,0,44.980616,-93.239529,44.976759,-93.229845,Univ of Minnesota,Univ of Minnesota,0,Ed,0.543341175,0.543339825,0
328,,122,4,Tuesday,1140.5,1148.5,0,0,44.983133,-93.231979,44.976759,-93.229845,Univ of Minnesota,Univ of Minnesota,0,So,0.452594302,0.452593177,0
329,,122,4,Tuesday,1143,1153,0,0,44.970329,-93.228367,44.969436,-93.241214,Univ of Minnesota,Univ of Minnesota,0,Home,0.631175837,0.631174268,0
330,,122,4,Tuesday,1211,1217,0,0,44.973371,-93.230204,44.973746,-93.235586,Univ of Minnesota,Univ of Minnesota,0,Home,0.264424855,0.264424198,0
332,,122,4,Tuesday,1210.5,1217.5,0,0,44.973746,-93.235586,44.972534,-93.243642,Univ of Minnesota,Univ of Minnesota,0,Home,0.402700565,0.402699564,0
334,,123,4,Wednesday,441,449,0,0,44.980616,-93.239529,44.972534,-93.243642,Univ of Minnesota,Univ of Minnesota,0,Ed,0.593523179,0.593521703,0
337,,252_121,4,Wednesday,423,473,1,0,45.145395,-93.183907,44.984488,-93.181641,undefined,Univ of Minnesota,1,Ed,14.22012523,11.11816693,1
338,,123,4,Wednesday,486,494,0,0,44.980616,-93.239529,44.972534,-93.243642,Univ of Minnesota,Univ of Minnesota,0,Ed,0.593523179,0.593521703,0
339,,121,4,Wednesday,420,440,0,0,44.97535,-93.226535,44.984568,-93.186332,Univ of Minnesota,Univ of Minnesota,1,Ed,2.066327631,2.066322495,0
340,,121,4,Wednesday,428.5,449.5,0,0,44.984568,-93.186332,44.978001,-93.229361,Univ of Minnesota,Univ of Minnesota,1,Ed,2.152270437,2.152265087,0
341,,121,4,Wednesday,518,532,0,0,44.980623,-93.180806,44.978001,-93.229361,Univ of Minnesota,Univ of Minnesota,1,W,2.38099417,2.380988251,1
342,,121,4,Wednesday,493,509,0,0,44.980623,-93.180806,44.974371,-93.236936,Univ of Minnesota,Univ of Minnesota,1,Ed,2.778258728,2.778251822,1
344,,121,4,Wednesday,490.5,506.5,0,0,44.97535,-93.226535,44.984488,-93.181641,Univ of Minnesota,Univ of Minnesota,1,Ed,2.284085747,2.284080069,0
347,,121,4,Wednesday,507,521,0,0,44.975716,-93.221916,44.984488,-93.181641,Univ of Minnesota,Univ of Minnesota,1,Ed,2.060402602,2.06039748,0
348,,121,4,Wednesday,534.5,551.5,0,0,44.97535,-93.226535,44.984568,-93.186332,Univ of Minnesota,Univ of Minnesota,1,Ed,2.066327631,2.066322495,0
349,,121,4,Wednesday,484.5,502.5,0,0,44.984568,-93.186332,44.978001,-93.229361,Univ of Minnesota,Univ of Minnesota,1,Ed,2.152270437,2.152265087,0
350,,123,4,Wednesday,493,501,0,0,44.980616,-93.239529,44.972534,-93.243642,Univ of Minnesota,Univ of Minnesota,1,Ed,0.593523179,0.593521703,0
351,,121,4,Wednesday,486,504,0,0,44.984568,-93.186332,44.978001,-93.229361,Univ of Minnesota,Univ of Minnesota,0,Ed,2.152270437,2.152265087,0
352,,121,4,Wednesday,486.5,504.5,0,0,44.984392,-93.181393,44.974371,-93.236936,Univ of Minnesota,Univ of Minnesota,1,Ed,2.80264238,2.802635413,0
356,,121,4,Wednesday,552.5,568.5,0,0,44.97535,-93.226535,44.984488,-93.181641,Univ of Minnesota,Univ of Minnesota,1,Ed,2.284085747,2.284080069,0
357,,121,4,Wednesday,591.5,604.5,0,0,44.97535,-93.226535,44.980662,-93.180644,Univ of Minnesota,Univ of Minnesota,1,Ed,2.273655115,2.273649463,0
358,,121,4,Wednesday,556.5,577.5,0,0,44.972216,-93.244004,44.984488,-93.181641,Univ of Minnesota,Univ of Minnesota,1,Ed,3.164930274,3.164922407,0
359,,121,4,Wednesday,547,565,0,0,44.984568,-93.186332,44.978001,-93.229361,Univ of Minnesota,Univ of Minnesota,1,Ed,2.152270437,2.152265087,0
364,,123,4,Wednesday,566,576,0,0,44.980106,-93.234715,44.970965,-93.245735,Univ of Minnesota,Univ of Minnesota,1,Ed,0.830197553,0.83019549,0
365,,121,4,Wednesday,616.5,629.5,0,0,44.97535,-93.226535,44.980662,-93.180644,Univ of Minnesota,Univ of Minnesota,1,Ed,2.273655115,2.273649463,0
366,,121,4,Wednesday,616,633,0,0,44.97535,-93.226535,44.984568,-93.186332,Univ of Minnesota,Univ of Minnesota,1,Ed,2.066327631,2.066322495,0
367,,121,4,Wednesday,605.5,624.5,0,0,44.973532,-93.235085,44.984488,-93.181641,Univ of Minnesota,Univ of Minnesota,1,Ed,2.720575231,2.720568468,0
368,,123,4,Wednesday,596.5,604.5,0,0,44.973532,-93.235085,44.980473,-93.235641,Univ of Minnesota,Univ of Minnesota,0,Home,0.480348525,0.480347331,0
369,,121,4,Wednesday,609,627,0,0,44.984568,-93.186332,44.978001,-93.229361,Univ of Minnesota,Univ of Minnesota,1,Ed,2.152270437,2.152265087,0
371,,121,4,Wednesday,605.5,623.5,0,0,44.984392,-93.181393,44.974371,-93.236936,Univ of Minnesota,Univ of Minnesota,0,Ed,2.80264238,2.802635413,0
372,,121,4,Wednesday,644,649,0,0,44.976316,-93.221826,44.974371,-93.236936,Univ of Minnesota,Univ of Minnesota,1,Ed,0.750924939,0.750923072,0
374,,121,4,Wednesday,631,647,0,0,44.97535,-93.226535,44.984488,-93.181641,Univ of Minnesota,Univ of Minnesota,1,Ed,2.284085747,2.284080069,0
376,,121,4,Wednesday,604.5,623.5,0,0,44.973532,-93.235085,44.984488,-93.181641,Univ of Minnesota,Univ of Minnesota,1,Ed,2.720575231,2.720568468,0
377,,121,4,Wednesday,627.5,642.5,0,0,44.975716,-93.221916,44.984568,-93.186332,Univ of Minnesota,Univ of Minnesota,1,W,1.844246211,1.844241626,0
378,,121,4,Wednesday,663.5,681.5,0,0,44.984392,-93.181393,44.974371,-93.236936,Univ of Minnesota,Univ of Minnesota,1,Ed,2.80264238,2.802635413,0
379,,121,4,Wednesday,663,682,0,0,44.984568,-93.186332,44.978228,-93.236047,Univ of Minnesota,Univ of Minnesota,1,Ed,2.46996532,2.46995918,0
380,,123,4,Wednesday,667.5,677.5,0,0,44.970965,-93.245735,44.980473,-93.235641,Univ of Minnesota,Univ of Minnesota,1,Home,0.821680862,0.821678819,0
381,,121,4,Wednesday,696.5,712.5,0,0,44.984392,-93.181393,44.978001,-93.229361,Univ of Minnesota,Univ of Minnesota,1,Ed,2.3865976,2.386591667,0
382,,121,4,Wednesday,669.5,687.5,0,0,44.984392,-93.181393,44.974371,-93.236936,Univ of Minnesota,Univ of Minnesota,0,Ed,2.80264238,2.802635413,0
383,,123,4,Wednesday,695.5,704.5,0,0,44.970965,-93.245735,44.97535,-93.226535,Univ of Minnesota,Univ of Minnesota,0,Home,0.986461362,0.98645891,0
384,,121,4,Wednesday,676,690,0,0,44.980623,-93.180806,44.978001,-93.229361,Univ of Minnesota,Univ of Minnesota,0,Ed,2.38099417,2.380988251,0
386,,123,4,Wednesday,668,677,0,0,44.970965,-93.245735,44.97535,-93.226535,Univ of Minnesota,Univ of Minnesota,1,Ed,0.986461362,0.98645891,0
387,,123,4,Wednesday,812.5,820.5,0,0,44.980616,-93.239529,44.972534,-93.243642,Univ of Minnesota,Univ of Minnesota,1,Ed,0.593523179,0.593521703,0
388,,123,4,Wednesday,845,852,0,0,44.970965,-93.245735,44.973532,-93.235085,Univ of Minnesota,Univ of Minnesota,0,O,0.550107453,0.550106085,0
389,,123,4,Wednesday,846,856,0,0,44.970965,-93.245735,44.980473,-93.235641,Univ of Minnesota,Univ of Minnesota,1,Home,0.821680862,0.821678819,0
391,,121,4,Wednesday,855.5,872.5,0,0,44.97535,-93.226535,44.984568,-93.186332,Univ of Minnesota,Univ of Minnesota,1,Ed,2.066327631,2.066322495,0
393,,121,4,Wednesday,857.5,873.5,0,0,44.97535,-93.226535,44.984488,-93.181641,Univ of Minnesota,Univ of Minnesota,1,Ed,2.284085747,2.284080069,0
394,,121,4,Wednesday,869.5,886.5,0,0,44.984392,-93.181393,44.978228,-93.236047,Univ of Minnesota,Univ of Minnesota,0,Ed,2.70602718,2.706020454,0
395,,123,4,Wednesday,846,855,0,0,44.970965,-93.245735,44.978001,-93.229361,Univ of Minnesota,Univ of Minnesota,1,Home,0.936644623,0.936642295,0
396,,123,4,Wednesday,844.5,854.5,0,0,44.970965,-93.245735,44.980473,-93.235641,Univ of Minnesota,Univ of Minnesota,0,Home,0.821680862,0.821678819,0
397,,121,4,Wednesday,896.5,912.5,0,0,44.984392,-93.181393,44.978001,-93.229361,Univ of Minnesota,Univ of Minnesota,1,Home,2.3865976,2.386591667,0
399,,123,4,Wednesday,845,855,0,0,44.970965,-93.245735,44.980106,-93.234715,Univ of Minnesota,Univ of Minnesota,1,Home,0.830197553,0.83019549,0
400,,121,4,Wednesday,895,910,0,0,44.984392,-93.181393,44.976316,-93.221826,Univ of Minnesota,Univ of Minnesota,1,Home,2.054206631,2.054201525,0
401,,123,4,Wednesday,846,853,0,0,44.973532,-93.235085,44.97535,-93.226535,Univ of Minnesota,Univ of Minnesota,1,Home,0.436515071,0.436513986,0
402,,121,4,Wednesday,864.5,880.5,0,0,44.980623,-93.180806,44.974371,-93.236936,Univ of Minnesota,Univ of Minnesota,0,Ed,2.778258728,2.778251822,0
404,,121,4,Wednesday,905,925,0,0,44.984392,-93.181393,44.972216,-93.244004,Univ of Minnesota,Univ of Minnesota,1,Home,3.174850523,3.174842631,0
406,,123,4,Wednesday,904.5,912.5,0,0,44.980616,-93.239529,44.972534,-93.243642,Univ of Minnesota,Univ of Minnesota,0,Ed,0.593523179,0.593521703,0
409,,121,4,Wednesday,911.5,931.5,0,0,44.973532,-93.235085,44.984568,-93.186332,Univ of Minnesota,Univ of Minnesota,1,Home,2.502759846,2.502753625,0
411,,123,4,Wednesday,905,914,0,0,44.970965,-93.245735,44.978001,-93.229361,Univ of Minnesota,Univ of Minnesota,0,Home,0.936644623,0.936642295,0
412,,121,4,Wednesday,905,925,0,0,44.973532,-93.235085,44.984568,-93.186332,Univ of Minnesota,Univ of Minnesota,1,Home,2.502759846,2.502753625,0
413,,121,4,Wednesday,905,925,0,0,44.973532,-93.235085,44.984568,-93.186332,Univ of Minnesota,Univ of Minnesota,1,Home,2.502759846,2.502753625,0
414,,123,4,Wednesday,904.5,912.5,0,0,44.973532,-93.235085,44.980473,-93.235641,Univ of Minnesota,Univ of Minnesota,0,O,0.480348525,0.480347331,0
415,,87_121,4,Wednesday,878.78,912.22,1,0,45.002632,-93.177035,44.974371,-93.236936,Ramsey Market Area III,Univ of Minnesota,0,Ed,4.098570535,3.520082321,0
416,,123,4,Wednesday,904.5,912.5,0,0,44.980616,-93.239529,44.972534,-93.243642,Univ of Minnesota,Univ of Minnesota,0,Ed,0.593523179,0.593521703,0
417,,121,4,Wednesday,925.5,941.5,0,0,44.984392,-93.181393,44.978001,-93.229361,Univ of Minnesota,Univ of Minnesota,1,Ed,2.3865976,2.386591667,0
418,,121,4,Wednesday,908,926,0,0,44.984392,-93.181393,44.974371,-93.236936,Univ of Minnesota,Univ of Minnesota,1,Ed,2.80264238,2.802635413,0
420,,121,4,Wednesday,904.5,909.5,0,0,44.973532,-93.235085,44.97535,-93.226535,Univ of Minnesota,Univ of Minnesota,1,Home,0.436515071,0.436513986,0
421,,123,4,Wednesday,928,937,0,0,44.980616,-93.239529,44.970965,-93.245735,Univ of Minnesota,Univ of Minnesota,1,Ed,0.732617787,0.732615966,0
423,,123,4,Wednesday,967,976,0,0,44.980616,-93.239529,44.970965,-93.245735,Univ of Minnesota,Univ of Minnesota,1,O,0.732617787,0.732615966,0
424,,121,4,Wednesday,965,985,0,0,44.973532,-93.235085,44.984568,-93.186332,Univ of Minnesota,Univ of Minnesota,1,Home,2.502759846,2.502753625,0
426,,121,4,Wednesday,967,985,0,0,44.984392,-93.181393,44.974371,-93.236936,Univ of Minnesota,Univ of Minnesota,1,Home,2.80264238,2.802635413,0
428,,121,4,Wednesday,969.5,985.5,0,0,44.984392,-93.181393,44.978001,-93.229361,Univ of Minnesota,Univ of Minnesota,1,Home,2.3865976,2.386591667,0
430,,121,4,Wednesday,1011.5,1014.5,0,0,44.978228,-93.236047,44.974371,-93.236936,Univ of Minnesota,Univ of Minnesota,1,Ed,0.270015688,0.270015017,0
432,,123,4,Wednesday,967.5,976.5,0,0,44.973532,-93.235085,44.980616,-93.239529,Univ of Minnesota,Univ of Minnesota,0,Home,0.535522737,0.535521406,0
433,,123,4,Wednesday,966,971,0,0,44.980106,-93.234715,44.980473,-93.235641,Univ of Minnesota,Univ of Minnesota,0,Home,0.051893862,0.051893733,0
435,,121,4,Wednesday,975.5,996.5,0,0,44.972216,-93.244004,44.984488,-93.181641,Univ of Minnesota,Univ of Minnesota,1,Ed,3.164930274,3.164922407,0
436,,121,4,Wednesday,965.5,981.5,0,0,44.973532,-93.235085,44.980662,-93.180644,Univ of Minnesota,Univ of Minnesota,1,Home,2.707090011,2.707083282,0
437,,123,4,Wednesday,987.5,994.5,0,0,44.973532,-93.235085,44.978001,-93.229361,Univ of Minnesota,Univ of Minnesota,0,Sh,0.416742519,0.416741483,0
438,,121,4,Wednesday,971.5,990.5,0,0,44.973532,-93.235085,44.984488,-93.181641,Univ of Minnesota,Univ of Minnesota,0,Ed,2.720575231,2.720568468,0
439,,121,4,Wednesday,1046,1063,0,0,44.984568,-93.186332,44.976316,-93.221826,Univ of Minnesota,Univ of Minnesota,1,Home,1.826734446,1.826729904,0
440,,121,4,Wednesday,1046,1063,0,0,44.984392,-93.181393,44.978228,-93.236047,Univ of Minnesota,Univ of Minnesota,1,Home,2.70602718,2.706020454,0
441,,121,4,Wednesday,1046.5,1061.5,0,0,44.984392,-93.181393,44.976316,-93.221826,Univ of Minnesota,Univ of Minnesota,1,Home,2.054206631,2.054201525,0
443,,123,4,Wednesday,1062,1069,0,0,44.970965,-93.245735,44.973532,-93.235085,Univ of Minnesota,Univ of Minnesota,0,O,0.550107453,0.550106085,0
444,,123,4,Wednesday,1054,1064,0,0,44.970965,-93.245735,44.980473,-93.235641,Univ of Minnesota,Univ of Minnesota,1,Home,0.821680862,0.821678819,0
445,,121,4,Wednesday,1069,1072,0,0,44.978228,-93.236047,44.974371,-93.236936,Univ of Minnesota,Univ of Minnesota,0,Ed,0.270015688,0.270015017,0
450,,123,4,Wednesday,1024,1032,0,0,44.980616,-93.239529,44.972534,-93.243642,Univ of Minnesota,Univ of Minnesota,0,Ed,0.593523179,0.593521703,0
451,,121,4,Wednesday,1031.5,1051.5,0,0,44.973532,-93.235085,44.984568,-93.186332,Univ of Minnesota,Univ of Minnesota,1,Home,2.502759846,2.502753625,0
452,,123,4,Wednesday,1066,1076,0,0,44.970965,-93.245735,44.980106,-93.234715,Univ of Minnesota,Univ of Minnesota,1,Home,0.830197553,0.83019549,0
453,,121,4,Wednesday,1029,1045,0,0,44.973532,-93.235085,44.980662,-93.180644,Univ of Minnesota,Univ of Minnesota,1,Home,2.707090011,2.707083282,0
454,,121,4,Wednesday,1113.5,1131.5,0,0,44.984392,-93.181393,44.974371,-93.236936,Univ of Minnesota,Univ of Minnesota,0,Ed,2.80264238,2.802635413,0
455,,123,4,Wednesday,1016.5,1024.5,0,0,44.973532,-93.235085,44.980473,-93.235641,Univ of Minnesota,Univ of Minnesota,0,Home,0.480348525,0.480347331,0
456,,121,4,Wednesday,1103.5,1121.5,0,0,44.984568,-93.186332,44.978001,-93.229361,Univ of Minnesota,Univ of Minnesota,1,So,2.152270437,2.152265087,0
457,,121,4,Wednesday,1116,1134,0,0,44.984392,-93.181393,44.974371,-93.236936,Univ of Minnesota,Univ of Minnesota,1,Home,2.80264238,2.802635413,0
458,,121,4,Wednesday,1087,1102,0,0,44.980623,-93.180806,44.978228,-93.236047,Univ of Minnesota,Univ of Minnesota,0,So,2.706067735,2.706061008,0
459,,121,4,Wednesday,1113.5,1130.5,0,0,44.97535,-93.226535,44.984568,-93.186332,Univ of Minnesota,Univ of Minnesota,1,Ed,2.066327631,2.066322495,0
461,,122,4,Wednesday,1133,1147,0,0,44.970998,-93.245561,44.976759,-93.229845,Univ of Minnesota,Univ of Minnesota,1,Home,0.865407744,0.865405593,0
462,,122,4,Wednesday,1133.5,1142.5,0,0,44.970998,-93.245561,44.980616,-93.239529,Univ of Minnesota,Univ of Minnesota,1,Home,0.727050468,0.727048661,0
463,,122,4,Wednesday,1090.5,1097.5,0,0,44.970329,-93.228367,44.973746,-93.235586,Univ of Minnesota,Univ of Minnesota,0,Home,0.424651931,0.424650875,0
464,,122,4,Wednesday,1121.5,1132.5,0,0,44.980616,-93.239529,44.976759,-93.229845,Univ of Minnesota,Univ of Minnesota,0,So,0.543341175,0.543339825,0
465,,122,4,Wednesday,1123,1137,0,0,44.970998,-93.245561,44.976759,-93.229845,Univ of Minnesota,Univ of Minnesota,0,So,0.865407744,0.865405593,0
466,,122,4,Wednesday,1144,1150,0,0,44.973371,-93.230204,44.973746,-93.235586,Univ of Minnesota,Univ of Minnesota,0,So,0.264424855,0.264424198,0
468,,121,4,Wednesday,1154.5,1161.5,0,0,44.978228,-93.236047,44.974371,-93.236936,Univ of Minnesota,Univ of Minnesota,0,So,0.270015688,0.270015017,0
469,,122,4,Wednesday,1146.5,1160.5,0,0,44.970998,-93.245561,44.976759,-93.229845,Univ of Minnesota,Univ of Minnesota,0,So,0.865407744,0.865405593,0
470,,121,4,Wednesday,1165.5,1180.5,0,0,44.975716,-93.221916,44.980662,-93.180644,Univ of Minnesota,Univ of Minnesota,1,Home,2.046721679,2.046716591,0
472,,122,4,Wednesday,1150,1159,0,0,44.970998,-93.245561,44.980616,-93.239529,Univ of Minnesota,Univ of Minnesota,0,Home,0.727050468,0.727048661,0
474,,121,4,Wednesday,1153,1172,0,0,44.984392,-93.181393,44.976316,-93.221826,Univ of Minnesota,Univ of Minnesota,1,Home,2.054206631,2.054201525,0
475,,122,4,Wednesday,1147.5,1156.5,0,0,44.970998,-93.245561,44.980616,-93.239529,Univ of Minnesota,Univ of Minnesota,0,Home,0.727050468,0.727048661,0
476,,121,4,Wednesday,1153,1175,0,0,44.984568,-93.186332,44.978001,-93.229361,Univ of Minnesota,Univ of Minnesota,1,Home,2.152270437,2.152265087,0
477,,122,4,Wednesday,1151,1162,0,0,44.980616,-93.239529,44.976759,-93.229845,Univ of Minnesota,Univ of Minnesota,0,So,0.543341175,0.543339825,0
478,,121,4,Wednesday,1167,1187,0,0,44.984392,-93.181393,44.978001,-93.229361,Univ of Minnesota,Univ of Minnesota,1,Home,2.3865976,2.386591667,0
479,,121,4,Wednesday,1154.5,1172.5,0,0,44.980623,-93.180806,44.978001,-93.229361,Univ of Minnesota,Univ of Minnesota,1,Home,2.38099417,2.380988251,0
480,,122,4,Wednesday,1152.5,1164.5,0,0,44.980616,-93.239529,44.972276,-93.227186,Univ of Minnesota,Univ of Minnesota,0,Sh,0.834432291,0.834430216,0
483,,122,4,Wednesday,1152.5,1162.5,0,0,44.970998,-93.245561,44.978986,-93.235429,Univ of Minnesota,Univ of Minnesota,0,Ed,0.741646512,0.741644668,0
484,,122,4,Wednesday,1149.5,1158.5,0,0,44.970998,-93.245561,44.980616,-93.239529,Univ of Minnesota,Univ of Minnesota,1,Home,0.727050468,0.727048661,0
485,,123,4,Thursday,440.5,448.5,0,0,44.980616,-93.239529,44.972534,-93.243642,Univ of Minnesota,Univ of Minnesota,1,Ed,0.593523179,0.593521703,0
486,,121,4,Thursday,494,511,0,0,44.97535,-93.226535,44.984568,-93.186332,Univ of Minnesota,Univ of Minnesota,1,Ed,2.066327631,2.066322495,0
487,,121,4,Thursday,492,508,0,0,44.97535,-93.226535,44.984488,-93.181641,Univ of Minnesota,Univ of Minnesota,1,Ed,2.284085747,2.284080069,0
