Index,globalInd,opt,timeOpt,locOpt,catOpt,modelOpt,encDim,denom,C,penalty,class_weight,objmean,objsd,meantop5,sdtop5,meanbottom5,sdbottom5,meantime,long5time,bestobj,wf1top5,acctop5
59,1073,0,cyclic,2dpos,onehot,LR,8.0,10000.0,8434.129016114543,l2,,0.5570705673057916,0.0351171339248947,0.564657046847203,0.0002997776415912,0.4981221585293537,0.1013528539663083,0.0,0.0,0.5651314489029452,0.6387185013374841,0.5093101403439415
194,1208,1,cyclic,zone,onehot,LR,,,387.11048194747264,l2,balanced,0.5730855900375569,0.0558295565718552,0.5889306186993476,0.0002253756523224,0.4398497726823483,0.11621240003384,0.0,0.0,0.5892468867365092,0.6410578225961341,0.5302233643012453
60,1074,0,cyclic,2dpos,onehot,LR,16.0,2500.0,92.01794994186956,l1,balanced,0.564467286024906,0.0397941065947797,0.5742241549713383,0.0001397720460934,0.4842458983988931,0.1022404954098194,0.0,0.0,0.5744218224945642,0.6342243144225239,0.5180075113658825
195,1209,1,raw,2dpos,5FTE,LR,8.0,2500.0,0.2947671081041878,l1,balanced,0.5424036370824274,0.034586029896855,0.5522039928839692,0.0004098921002831,0.4728602490610793,0.0884404128728585,0.0,0.0,0.5526783949397114,0.6300373721204177,0.5023522435263887
61,1075,0,cyclic,2dpos,onehot,LR,16.0,5000.0,20.838236023384752,l2,balanced,0.566341174145088,0.03658990165525,0.5742241549713383,0.0001397720460934,0.5053567898794229,0.1059496633750795,0.0,0.0,0.5744218224945642,0.634547609712377,0.5180865783751729
196,1210,1,raw,2dpos,5FTE,LR,8.0,5000.0,0.4330002666348271,l1,balanced,0.5436568491796798,0.0348757594673794,0.5518481913421625,0.000380221072577,0.4782368056928247,0.0946093223209408,0.0,0.0,0.5524807274164855,0.6301015292759766,0.5021545760031627
197,1211,1,raw,2dpos,5FTE,LR,8.0,10000.0,0.2704433038209131,l1,,0.542316663372208,0.0346866957159142,0.5523225933979047,0.0004285329786257,0.472148645977466,0.0882939694340166,0.0,0.0,0.5528760624629373,0.6306123270187972,0.5021941095078079
62,1076,0,cyclic,2dpos,onehot,LR,16.0,10000.0,1411.0303504769984,l1,,0.5690966594188575,0.0183972544649836,0.5743032219806286,0.000108266961357,0.5284838900968571,0.0430304083455181,0.0,0.0,0.5744218224945642,0.6330875332837478,0.5177703103380115
198,1212,1,raw,2dpos,5FTE,LR,16.0,2500.0,168.22074905688424,l2,balanced,0.5623641035777821,0.0085407421619372,0.5650128483890097,0.000108266961357,0.5444554259735125,0.0210989132801452,0.0,0.0,0.5651314489029452,0.6301197439860058,0.5121170191737497
63,1077,0,cyclic,2dpos,onehot,LR,24.0,2500.0,0.0541061555864566,l2,balanced,0.5771377742636885,0.0163566233222896,0.5848191342162482,0.000108266961357,0.5350069183633129,0.0259007067720432,0.0,0.0,0.5848982012255386,0.6450345317715682,0.5276141529946631
199,1213,1,raw,2dpos,5FTE,LR,16.0,5000.0,0.2061886998963276,l1,balanced,0.5558134018580747,0.0365632692070784,0.5648942478750741,8.839960377543491e-05,0.4833366277920538,0.0951909615957219,0.0,0.0,0.5649337813797193,0.6301408672009032,0.5115635501087171
64,1078,0,cyclic,2dpos,onehot,LR,24.0,5000.0,0.0236430794533391,l2,balanced,0.567859260723463,0.046509861722684,0.5847796007116031,0.0002997776415913,0.4445542597351255,0.0722867456866962,0.0,0.0,0.5852935362719905,0.6448259552320849,0.5270606839296302
200,1214,1,raw,2dpos,5FTE,LR,16.0,10000.0,9171.400910243716,l2,balanced,0.5572049812215852,0.0364577644499628,0.5649733148843644,8.839960377543491e-05,0.4926270013836727,0.1024091764003063,0.0,0.0,0.5651314489029452,0.6297248927576283,0.5115635501087171
201,1215,1,raw,2dpos,5FTE,LR,24.0,2500.0,0.4707698746637933,l1,balanced,0.5605534690650327,0.0420315669191101,0.5755682941292746,8.839960377543491e-05,0.4576003162680371,0.0797491086158547,0.0,0.0,0.5756078276339197,0.6368978824113637,0.5206957896817552
65,1079,0,cyclic,2dpos,onehot,LR,24.0,10000.0,0.0266129423149337,l2,balanced,0.5726072346313501,0.0394018504426935,0.5852144692627002,0.000569474611223,0.4943269420834156,0.1013661917043237,0.0,0.0,0.5860842063648942,0.645807251680074,0.5274560189760823
202,1216,1,raw,2dpos,5FTE,LR,24.0,5000.0,0.0388401987601219,l2,,0.5636331290768927,0.0397938727498627,0.5754892271199842,0.000108266961357,0.4760229294326942,0.0927722570631355,0.0,0.0,0.5756078276339197,0.6361485666953328,0.5208934572049813
66,1080,0,cyclic,elliptic,5FTE,LR,,,0.48046637730252,l2,balanced,0.5443368254595771,0.0364818974618855,0.5545760031626804,0.0002997776415913,0.4694999011662384,0.0921206371114558,0.0,0.0,0.5550504052184226,0.6427937375633664,0.503894050207551
203,1217,1,raw,2dpos,5FTE,LR,24.0,10000.0,0.0317908229248801,l2,balanced,0.5595967582526191,0.0512796079791963,0.5754892271199842,0.000108266961357,0.4453449298280292,0.1170244325226216,0.0,0.0,0.5756078276339197,0.6370873626681335,0.5212492587467878
67,1081,0,cyclic,elliptic,WTE,LR,,,9980.00055887129,l2,balanced,0.5483929630361731,0.0356093539626591,0.5590037556829414,0.0003125397964191,0.4756671278908876,0.0894784134305845,0.0,0.0,0.5593990907293932,0.6443670239066456,0.5082032022138763
204,1218,1,raw,2dpos,WTE,LR,8.0,2500.0,0.2010430553058393,l1,balanced,0.5397983791263096,0.0364036815235941,0.5525202609211306,8.839960377543491e-05,0.45716544771694,0.0794432145051707,0.0,0.0,0.5526783949397114,0.6309351309664312,0.5024708440403242
68,1082,0,cyclic,elliptic,onehot,LR,,,21.59409397721427,l2,balanced,0.5497291954931804,0.0354554373322716,0.5592409567108125,8.839960377543491e-05,0.4784344732160506,0.0905424715528381,0.0,0.0,0.5593990907293932,0.6450951063619681,0.508796204783554
205,1219,1,raw,2dpos,WTE,LR,8.0,5000.0,8.06465002226193,l2,balanced,0.5405692824668907,0.0461874150369937,0.5517691243328721,0.0001767992075508,0.447005337023127,0.1181807654205192,0.0,0.0,0.5520853923700336,0.6298227089747347,0.5021941095078079
206,1220,1,raw,2dpos,WTE,LR,8.0,10000.0,0.3828674539314102,l1,,0.5380509982209923,0.0470592416871963,0.5525202609211306,8.839960377543491e-05,0.4319826052579561,0.1059832173277686,0.0,0.0,0.5526783949397114,0.6304286751633963,0.5021941095078079
69,1083,0,cyclic,polar,5FTE,LR,,,351.74722371902794,l2,balanced,0.5471950978454241,0.0343731566315296,0.5556829412927456,0.000216533922714,0.4842063648942479,0.0945135640507434,0.0,0.0,0.5560387428345522,0.6452765205379002,0.5027475785728404
207,1221,1,raw,2dpos,WTE,LR,16.0,2500.0,0.2838484758694552,l1,balanced,0.559039335837122,0.0150470060441672,0.5648942478750743,0.000257726918569,0.5175726428147855,0.0184761516250912,0.0,0.0,0.5653291164261712,0.6308192073051186,0.5122356196876853
70,1084,0,cyclic,polar,WTE,LR,,,13.478270972647415,l2,balanced,0.5504684720300456,0.0129333311692795,0.5553666732555841,0.000108266961357,0.5174145087962048,0.0227431926380226,0.0,0.0,0.5554457402648745,0.6452457330745396,0.5036568491796798
208,1222,1,raw,2dpos,WTE,LR,16.0,5000.0,2916.397767782801,l2,balanced,0.5538209132239573,0.0393333393895445,0.5649337813797193,0.0,0.4640047440205574,0.0876862802465778,0.0,0.0,0.5649337813797193,0.6313418479627678,0.5119588851551689
71,1085,0,cyclic,polar,onehot,LR,,,89.8470536584797,l1,balanced,0.5498596560585096,0.0166175521488282,0.5554852737695196,0.0003535984151017,0.5082822692231667,0.0311125793136948,0.0,0.0,0.5558410753113263,0.6446594017145497,0.5034196481518087
209,1223,1,raw,2dpos,WTE,LR,16.0,10000.0,4312.672756375125,l2,balanced,0.562660604862621,0.0077379157165332,0.5649337813797193,0.0,0.5480134413915794,0.0208014429820765,0.0,0.0,0.5649337813797193,0.630099416372637,0.5118007511365882
210,1224,1,raw,2dpos,WTE,LR,24.0,2500.0,0.1149542101912706,l2,balanced,0.5679739078869342,0.0161401060575869,0.5756078276339197,0.0001397720460933,0.5274164854714372,0.0214755552891113,0.0,0.0,0.5758054951571456,0.6354716936136172,0.5203004546353035
72,1086,0,cyclic,raw,5FTE,LR,,,23.16718815866166,l2,balanced,0.5457679383277327,0.0092110243689636,0.5498715161099031,0.0003535984151017,0.5225933979047243,0.0158709912018039,0.0,0.0,0.5503063846610002,0.6445820852508846,0.4982802925479343
211,1225,1,raw,2dpos,WTE,LR,24.0,5000.0,0.112802706606743,l2,balanced,0.5514884364498913,0.0642073546561784,0.5756078276339197,0.0001397720460933,0.3788100415101799,0.083752921559032,0.0,0.0,0.5758054951571456,0.6352533296978217,0.5201423206167226
73,1087,0,cyclic,raw,WTE,LR,,,256.97290748508993,l1,,0.54188970152204,0.0339306147955696,0.5509784542399683,0.0004098921002832,0.4756275943862424,0.088886603826683,0.0,0.0,0.5516900573235818,0.6480499703716815,0.5012453053963234
212,1226,1,raw,2dpos,WTE,LR,24.0,10000.0,0.7580623545426788,l1,,0.5622415497133821,0.0412671942077682,0.5755682941292746,8.839960377543491e-05,0.465823285234236,0.086512754472683,0.0,0.0,0.5756078276339197,0.6370631529380149,0.5214469262700138
74,1088,0,cyclic,raw,onehot,LR,,,31.248268744169508,l2,balanced,0.5447163471041708,0.03433546735343,0.5524411939118403,0.0002577269185689,0.4835738288199249,0.0960857946984968,0.0,0.0,0.5528760624629373,0.6459350291533792,0.5031824471239377
213,1227,1,raw,2dpos,onehot,LR,8.0,2500.0,0.2967065008014374,l1,balanced,0.539573038149832,0.0354062715587086,0.5527179284443566,8.839960377543491e-05,0.4657046847203004,0.0835292061336276,0.0,0.0,0.5528760624629373,0.6307014943550066,0.5022731765170982
75,1089,0,cyclic,zone,5FTE,LR,,,4.053350547886836,l2,,0.5783435461553667,0.0166260697421274,0.5847796007116031,0.0004098921002832,0.5380905317256375,0.03308507962674,0.0,0.0,0.5852935362719905,0.638293077315126,0.5274955524807274
214,1228,1,raw,2dpos,onehot,LR,8.0,5000.0,0.3374354475728048,l1,balanced,0.5453449298280293,0.0166886790975387,0.5525202609211306,8.839960377543491e-05,0.5013639059102589,0.0253333122328307,0.0,0.0,0.5526783949397114,0.630690180145243,0.5021150424985176
76,1090,0,cyclic,zone,WTE,LR,,,59.961838438391545,l2,balanced,0.576730579165843,0.0389447189454701,0.5867167424392172,0.0003535984151017,0.504526586281874,0.1063573983401616,0.0,0.0,0.5872702115042499,0.6419929980363775,0.5286024906107926
215,1229,1,raw,2dpos,onehot,LR,8.0,10000.0,0.427826504321456,l1,balanced,0.5399960466495355,0.0372244697378267,0.5524807274164855,0.0,0.4528167622059696,0.0783694271792239,0.0,0.0,0.5524807274164855,0.6303021726670581,0.5021545760031627
216,1230,1,raw,2dpos,onehot,LR,16.0,2500.0,7953.092576224309,l2,balanced,0.558217038940502,0.0354163425737051,0.5649337813797193,0.0,0.5029847796007115,0.1054752681476303,0.0,0.0,0.5649337813797193,0.6311369555479475,0.5119984186598141
77,1091,0,cyclic,zone,onehot,LR,,,1827.6956078839328,l1,balanced,0.5760150227317652,0.0481301911028556,0.5928444356592213,8.839960377543491e-05,0.4496936153389998,0.074693872803284,0.0,0.0,0.593002569677802,0.6418202000996813,0.5317651709824076
217,1231,1,raw,2dpos,onehot,LR,16.0,5000.0,0.3102908633864947,l1,balanced,0.5562245503063845,0.019826945636818,0.5651709824075903,0.0002931883173392,0.5025894445542598,0.0207478408636055,0.0,0.0,0.5655267839493971,0.6322480361561956,0.5120379521644594
78,1092,0,raw,2dpos,5FTE,LR,8.0,2500.0,387.2995062476616,l2,balanced,0.546341174145088,0.036685333683156,0.556829412927456,0.0005229791087299,0.4694208341569481,0.0908499376425373,0.0,0.0,0.5574224154971338,0.6328720345692158,0.5057916584305199
218,1232,1,raw,2dpos,onehot,LR,16.0,10000.0,0.2905274419213053,l1,balanced,0.5583237794030441,0.034924457648965,0.5650523818936548,0.0002651988113263,0.505593990907294,0.1052320519886303,0.0,0.0,0.5655267839493971,0.631217667983427,0.5120774856691045
79,1093,0,raw,2dpos,5FTE,LR,8.0,5000.0,2620.3125098216747,l2,,0.5517493575805495,0.01367594399774,0.5565131448902945,0.0003307610304542,0.5230282664558212,0.0336546010675081,0.0,0.0,0.5570270804506819,0.6327756778707644,0.5057916584305199
219,1233,1,raw,2dpos,onehot,LR,24.0,2500.0,0.1861019162501449,l2,balanced,0.566562561771101,0.0236166247071148,0.5755682941292746,0.0001653805152271,0.5037754496936153,0.0345603448736301,0.0,0.0,0.5758054951571456,0.6361733957453477,0.5206562561771102
80,1094,0,raw,2dpos,5FTE,LR,8.0,10000.0,2187.4010000877724,l2,,0.5467206957896819,0.0362805826400333,0.5569875469460367,0.000216533922714,0.4734137181261119,0.092894588085751,0.0,0.0,0.5572247479739079,0.6328040828449195,0.505593990907294
220,1234,1,raw,2dpos,onehot,LR,24.0,5000.0,0.490386093385094,l1,,0.5690729393160704,0.0137176372530045,0.575449693615339,8.839960377543491e-05,0.5336232457007315,0.0195008804624992,0.0,0.0,0.5756078276339197,0.6360658300929906,0.520616722672465
81,1095,0,raw,2dpos,5FTE,LR,16.0,2500.0,117.03049520967949,l1,balanced,0.5586874876457799,0.0182379977524636,0.5651314489029453,0.0002795440921868,0.5169796402451078,0.0403243200815956,0.0,0.0,0.5655267839493971,0.6331568710583884,0.5135006918363313
221,1235,1,raw,2dpos,onehot,LR,24.0,10000.0,0.045153734569602,l2,,0.5583277327535086,0.0448404061967286,0.5754892271199842,0.000108266961357,0.4437635896422218,0.0712194467754352,0.0,0.0,0.5756078276339197,0.6364873473774252,0.5208143901956909
222,1236,1,raw,elliptic,5FTE,LR,,,1.245387007940747,l1,balanced,0.5372721881794821,0.0344492461740009,0.5472227712986756,0.000108266961357,0.4660209527574619,0.0857638586900971,0.0,0.0,0.5473413718126112,0.6356679979036992,0.5020755089938723
82,1096,0,raw,2dpos,5FTE,LR,16.0,5000.0,12.070900663726569,l1,balanced,0.5581735520853924,0.0347546960970279,0.5646965803518482,0.0001653805152271,0.5100612769322,0.1075721480909305,0.0,0.0,0.5649337813797193,0.632896323681755,0.5133820913223957
223,1237,1,raw,elliptic,WTE,LR,,,1.4756446495046216,l1,,0.5386874876457798,0.0240599321503609,0.547499505831192,8.839960377543491e-05,0.4796995453646966,0.0460517394368462,0.0,0.0,0.5475390393358371,0.6358389279635395,0.5023127100217435
83,1097,0,raw,2dpos,5FTE,LR,16.0,10000.0,111.42277803865008,l1,balanced,0.5581142518284246,0.034847865520831,0.5646965803518482,8.839960377543491e-05,0.5071753310931014,0.1061363612993089,0.0,0.0,0.5647361138564934,0.632698456967989,0.5132239573038151
224,1238,1,raw,elliptic,onehot,LR,,,1.8891237986274856,l1,,0.5421624827040917,0.0151009792736599,0.5471437042893852,0.0001976675232259,0.5085985372603281,0.0346845958779487,0.0,0.0,0.5473413718126112,0.6355564657194934,0.5020755089938723
84,1098,0,raw,2dpos,5FTE,LR,24.0,2500.0,821.3933010855014,l2,,0.5758489820122554,0.0117548540060449,0.5808657837517297,0.0003590808880131,0.5478553073729987,0.0235326486370636,0.0,0.0,0.5813401858074718,0.6400693367520555,0.5245700731369836
225,1239,1,raw,polar,5FTE,LR,,,9909.304990239218,l1,balanced,0.5334295315279699,0.0327292731696813,0.5412532120972525,0.0001653805152271,0.4720300454635304,0.0887818790028479,0.0,0.0,0.5414113461158332,0.6349557715973174,0.4978454239968373
85,1099,0,raw,2dpos,5FTE,LR,24.0,5000.0,51.876043115440254,l2,balanced,0.5697015220399289,0.0395690413959259,0.5808262502470845,0.0003590808880131,0.4906107926467681,0.1019311064992107,0.0,0.0,0.5813401858074718,0.6395449837963539,0.5244910061276932
226,1240,1,raw,polar,WTE,LR,,,9589.331530502666,l1,balanced,0.537568689464321,0.0101355267303354,0.5412532120972524,0.000216533922714,0.512591421229492,0.0196921898710493,0.0,0.0,0.5414113461158332,0.6348568994569949,0.4976477564736113
86,1100,0,raw,2dpos,5FTE,LR,24.0,10000.0,13.658527319496995,l2,balanced,0.5701798774461356,0.0393622969399061,0.5807867167424392,0.0001653805152271,0.4911642617118008,0.1012801980056044,0.0,0.0,0.58094485076102,0.639791433122898,0.524451472623048
227,1241,1,raw,polar,onehot,LR,,,2081.096927877483,l1,,0.5344653093496738,0.0324306065936715,0.5409764775647361,0.000405097875705,0.4825854912037952,0.0956190568503007,0.0,0.0,0.5414113461158332,0.634610430742138,0.4978454239968373
87,1101,0,raw,2dpos,WTE,LR,8.0,2500.0,2466.922945194526,l2,balanced,0.5523423601502273,0.0096321094212812,0.556592211899585,0.000324800884071,0.5287606246293735,0.0187674877958047,0.0,0.0,0.5570270804506819,0.6340478423671378,0.5056730579165843
228,1242,1,raw,raw,5FTE,LR,,,408.8812789397038,l1,balanced,0.5306266060486262,0.0321012316055778,0.5379323977070567,0.000108266961357,0.4717928444356593,0.088311536001387,0.0,0.0,0.5380509982209923,0.628622565276068,0.491638663767543
88,1102,0,raw,2dpos,WTE,LR,8.0,5000.0,283.2491874102301,l2,,0.5514409962443171,0.0133295041804626,0.5564736113856493,0.000380221072577,0.5206167226724648,0.0290962297036773,0.0,0.0,0.5570270804506819,0.6343253249560199,0.5057125914212295
229,1243,1,raw,raw,WTE,LR,,,3.873172608555577,l2,balanced,0.5343743822889899,0.0128346970395318,0.538604467286025,0.0001653805152271,0.5065427950187784,0.0305866461391783,0.0,0.0,0.538841668313896,0.6291897178220781,0.4915200632536075
230,1244,1,raw,raw,onehot,LR,,,699.9078087536568,l1,balanced,0.5292982802925479,0.0334694965272575,0.5379323977070566,0.0001767992075509,0.4579165843051987,0.0814486864725161,0.0,0.0,0.5382486657442183,0.6285569811895377,0.4916781972721881
89,1103,0,raw,2dpos,WTE,LR,8.0,10000.0,774.1422821685638,l2,balanced,0.5486894643210121,0.0338024484241957,0.5571852144692627,0.0006761269569672,0.4930618699347698,0.0983814119502579,0.0,0.0,0.5582130855900376,0.634539101102945,0.5063451274955526
231,1245,1,raw,zone,5FTE,LR,,,38.95628220765128,l1,,0.5653923700336034,0.0392832773007643,0.5763589642221782,0.0003535984151017,0.4797390788693418,0.0923994717714116,0.0,0.0,0.5769915002965013,0.6346383941582121,0.5230282664558213
232,1246,1,raw,zone,WTE,LR,,,0.3375391456190549,l1,,0.5681280885550505,0.040562022149418,0.5794821110891482,0.0001767992075508,0.4782368056928247,0.0943307652901757,0.0,0.0,0.5797588456216644,0.6383535147642688,0.526783949397114
90,1104,0,raw,2dpos,WTE,LR,16.0,2500.0,5859.823265611131,l1,,0.5581814587863214,0.0352218166768538,0.5654477169401068,0.0001767992075508,0.5024708440403243,0.1042884935733422,0.0,0.0,0.5657244514726231,0.630888602217485,0.514054160901364
233,1247,1,raw,zone,onehot,LR,,,1076.5914639022365,l1,balanced,0.572804902154576,0.043164305976461,0.5848982012255386,0.0,0.4737695196679186,0.0955487268517278,0.0,0.0,0.5848982012255386,0.6412213740458015,0.52911642617118
91,1105,0,raw,2dpos,WTE,LR,16.0,5000.0,2111.1612761961874,l1,,0.5558845621664361,0.0376258178342612,0.5654081834354615,0.0005340682382331,0.4819134216248271,0.098639560142727,0.02,0.2,0.5663174540423008,0.6309836220752684,0.5140146273967188
92,1106,0,raw,2dpos,WTE,LR,16.0,10000.0,2392.973500434949,l2,balanced,0.5534176714765764,0.0488038723666638,0.5653291164261711,0.0003125397964191,0.4578375172959082,0.1283662544792775,0.0,0.0,0.5657244514726231,0.6306411728924963,0.513856493378138
93,1107,0,raw,2dpos,WTE,LR,24.0,2500.0,5947.51104117146,l1,balanced,0.5708203202213876,0.0391458760805175,0.5805495157145681,0.000698860230467,0.4998220992290967,0.108330513455468,0.04,0.4,0.5817355208539237,0.6396299780291482,0.5248468076694999
94,1108,0,raw,2dpos,WTE,LR,24.0,5000.0,169.54862842755944,l1,,0.5683257560782764,0.0415075357740025,0.5805495157145681,0.0001976675232259,0.4800553469065033,0.1010744810528517,0.0,0.0,0.5807471832377941,0.6394531868710666,0.5247282071555643
95,1109,0,raw,2dpos,WTE,LR,24.0,10000.0,5590.381844502136,l1,balanced,0.5656611978651909,0.0528291611689266,0.5801541806681162,0.0002795440921868,0.4504842854319036,0.1252565769793411,0.02,0.2,0.5805495157145681,0.6395708368919625,0.5243328721091124
96,1110,0,raw,2dpos,onehot,LR,8.0,2500.0,352.8304605152764,l2,,0.5508875271792845,0.0339649631145497,0.5576991500296501,0.000433067845428,0.4984779600711603,0.1015537364486546,0.0,0.0,0.5584107531132635,0.635765008880138,0.5071357975884562
97,1111,0,raw,2dpos,onehot,LR,8.0,5000.0,2113.493990269387,l2,balanced,0.5494326942083416,0.0348915395544052,0.5579758845621665,0.0002577269185689,0.4834552283059894,0.0941154218708711,0.0,0.0,0.5584107531132635,0.6357512045497868,0.5071753310931013
98,1112,0,raw,2dpos,onehot,LR,8.0,10000.0,1079.723150640141,l2,balanced,0.5528918758647954,0.0163014923266365,0.5580549515714568,0.000216533922714,0.5172168412729788,0.0385113459762232,0.0,0.0,0.5582130855900376,0.6359055502154337,0.5072543981023918
99,1113,0,raw,2dpos,onehot,LR,16.0,2500.0,0.027072262644772,l2,,0.5528839691638664,0.0397402719807366,0.568452263293141,0.000324800884071,0.4616327337418462,0.0830954629750214,0.0,0.0,0.568887131844238,0.6351635898492567,0.5177703103380115
100,1114,0,raw,2dpos,onehot,LR,16.0,5000.0,0.2620109186673096,l1,,0.5567226724649139,0.0235121855748396,0.5677011267048824,0.000312539796419,0.4925874678790275,0.0190197864315512,0.0,0.0,0.5680964617513342,0.6349732146347948,0.5169796402451079
101,1115,0,raw,2dpos,onehot,LR,16.0,10000.0,0.0259603845616288,l2,,0.5577544969361534,0.0221456928464354,0.5687685313303025,0.0002997776415912,0.4971733544178692,0.0227336558251881,0.0,0.0,0.5692824668906898,0.6345752295790487,0.5179284443565921
102,1116,0,raw,2dpos,onehot,LR,24.0,2500.0,0.2652482555507746,l2,balanced,0.5695315279699545,0.0388644633442009,0.5797983791263095,8.839960377543491e-05,0.4879620478355407,0.0959973094789929,0.0,0.0,0.5799565131448903,0.6397361048709725,0.5234236015022731
103,1117,0,raw,2dpos,onehot,LR,24.0,5000.0,0.2043981281982684,l2,balanced,0.5713579758845622,0.0204952372537327,0.5800751136588258,0.000108266961357,0.5152006325360743,0.0189382612159234,0.0,0.0,0.5801541806681162,0.640226418950062,0.5236212690254992
104,1118,0,raw,2dpos,onehot,LR,24.0,10000.0,0.1835379683075282,l2,,0.5718995848982013,0.0201934477417306,0.5797983791263095,0.000216533922714,0.521486459774659,0.0355291633476557,0.0,0.0,0.5801541806681162,0.6400216879795656,0.5234631350069183
105,1119,0,raw,elliptic,5FTE,LR,,,7680.30829703485,l1,balanced,0.5397548922711998,0.034433629515313,0.549001779007709,0.000108266961357,0.4713579758845621,0.0894011988682038,0.0,0.0,0.5491203795216446,0.6368016716594516,0.503894050207551
106,1120,0,raw,elliptic,WTE,LR,,,542.7149761468014,l1,,0.5401818541213679,0.034521825393941,0.549831982605258,0.0004098921002832,0.468985965605851,0.086583971058985,0.0,0.0,0.5505040521842262,0.6372096381246533,0.5037754496936153
107,1121,0,raw,elliptic,onehot,LR,,,1969.431817202106,l2,balanced,0.5496540818343545,0.008859895463243,0.5529946629768728,0.000108266961357,0.5266653488831785,0.0149990450063676,0.0,0.0,0.5530737299861632,0.6421827329938602,0.5070171970745208
108,1122,0,raw,polar,5FTE,LR,,,2542.5576041786967,l2,balanced,0.5366673255584108,0.0334762610734015,0.5460762996639652,0.0002997776415912,0.4693417671476577,0.0853883204987397,0.0,0.0,0.5463530341964815,0.6399793218280059,0.5021545760031627
109,1123,0,raw,polar,WTE,LR,,,518.270603653219,l2,balanced,0.539786519074916,0.0322352158170001,0.5463925677011268,8.839960377543491e-05,0.4914409962443171,0.0973307738761678,0.0,0.0,0.5465507017197074,0.6409826239294529,0.5033405811425183
110,1124,0,raw,polar,onehot,LR,,,0.2040651435921639,l2,balanced,0.5414904131251235,0.0153178731307823,0.5467879027475785,8.839960377543491e-05,0.5058311919351651,0.032723976377832,0.0,0.0,0.5469460367661593,0.6412500972237114,0.5042498517493575
111,1125,0,raw,raw,5FTE,LR,,,1781.7031619603997,l2,balanced,0.5307096264083812,0.0323956977318965,0.5390788693417671,0.0003535984151017,0.4723463135006918,0.0899559467313343,0.0,0.0,0.5394346708835738,0.6367540737243094,0.4954338802134809
112,1126,0,raw,raw,WTE,LR,,,214.84392205671497,l2,,0.5350780786716742,0.017612226801341,0.5417276141529946,0.0003853249395061,0.495236212690255,0.0394312276523329,0.0,0.0,0.5422020162087369,0.6387530481158145,0.4978454239968373
113,1127,0,raw,raw,onehot,LR,,,11.214379398719526,l2,balanced,0.5381893654872505,0.013372771371929,0.5423996837319628,0.0,0.5074520656256176,0.0294565732193651,0.0,0.0,0.5423996837319628,0.6393305785585537,0.4989918956315476
114,1128,0,raw,zone,5FTE,LR,,,9522.919864065516,l1,balanced,0.5666890689859657,0.0402655128510847,0.5789286420241154,8.839960377548457e-05,0.477050800553469,0.0930785912393507,0.0,0.0,0.5789681755287607,0.6363936292024853,0.5226329314093695
115,1129,0,raw,zone,WTE,LR,,,8.315386825790148,l2,balanced,0.5706977663569875,0.0397276770585957,0.5826843249654081,0.0001653805152271,0.4874085787705081,0.0979626963483144,0.0,0.0,0.5829215259932793,0.6395294570195165,0.5285234236015023
116,1130,0,raw,zone,onehot,LR,,,6.562042920197482,l2,,0.5732832575607828,0.0431601468311485,0.5863214073927654,0.0001653805152271,0.4717533109310141,0.0919226883292942,0.0,0.0,0.5864795414113461,0.6422861456765174,0.5311326349080846
117,1131,1,1dpos,2dpos,5FTE,LR,8.0,2500.0,7094.843511555627,l1,,0.5465704684720301,0.0278057199178536,0.5540225340976478,8.839960377543491e-05,0.4870527772287013,0.0674128852136883,0.0,0.0,0.5540620676022929,0.6297764325868425,0.5017592409567108
118,1132,1,1dpos,2dpos,5FTE,LR,8.0,5000.0,121.85857435090468,l1,,0.5450326151413323,0.034808398551819,0.5540225340976478,8.839960377543491e-05,0.4736113856493379,0.0879534966337723,0.0,0.0,0.5540620676022929,0.6298118926329656,0.5016801739474204
119,1133,1,1dpos,2dpos,5FTE,LR,8,10000,831.4314292518928,l1,balanced,0.5462700138367267,0.03426791395957794,0.5539039335837123,8.839960377543491e-05,0.4846807669499902,0.09544701347332055,0.0,0.0,0.5540620676022929,0.6298810057601678,0.5018778414706463
